English	Context	Foreign	Transliteration	Tip	Sources	Debug
Jordan	lexeme	اَلْأُرْدُن	aaal2aurdun	-	Duo	-
the coast	lexeme	اَلْسّاحِل	aaalsaaHil	-	Duo	-
the country	lexeme	اَلْبَلَد	aaalbalad	-	Duo	-
China	lexeme	اَلْصّين	aaalSiin	-	Duo	-
Sudan	lexeme	اَلْسّودان	aaalsuudaan	-	Duo	-
Iraq	lexeme	اَلْعِراق	aaal3iraaq	-	Duo	-
historic	lexeme	تاريخِيّ	taariikhii	-	Duo	-
diverse	lexeme	مُتَنَوِّع	mutanawi3	-	Duo	-
Palestine	lexeme	فِلَسْطين	filasTiin	-	Duo	-
place	lexeme	مَكان	makaan	-	Duo	-
famous	lexeme	مَشْهور	mashhuur	-	Duo	-
the table; table	lexeme	اَلْطّاوِلة	aaalTaawilt	-	Duo	-
the sun	lexeme	اَلْشَّمْس	aaalshams	-	Duo	-
the garlic	lexeme	اَلْثّوم	aaalthuum	-	Duo	-
Khartoum	lexeme	اَلْخَرطوم	aaalkharTuum	-	Duo	-
mountain	lexeme	جَبَل	jabal	-	Duo	-
Cairo	lexeme	اَلْقاهِرة	aaalqaahirt	-	Duo	-
the capital	lexeme	اَلْعاصِمة	aaal3aaSimt	-	Duo	-
Baghdad	lexeme	بَغْداد	baghdaad	-	Duo	-
capital	lexeme	عاصِمة	3aaSimt	-	Duo	-
Egypt	lexeme	مِصْر	miSr	-	Duo	-
lion; a lion	lexeme	أَسَد	2aasad	-	Duo	-
rich	lexeme	غَنِيّ	ghanii	-	Duo	-
she has had; she has; has; had	lexeme	عِنْدها	3indhaa	-	Duo	-
she does not have	lexeme	لَيْسَ عِنْدها	laiisa 3indhaa	-	Duo	-
he does not have; does not have	lexeme	لَيْسَ عِنْدهُ	laiisa 3indhu	-	Duo	-
he has; had; has; at his house; have	lexeme	عِنْدهُ	3indhu	-	Duo	-
next to	lexeme	بِجانِب	bijaanib	-	Duo	-
in front of you	lexeme	أَمامَك	2aamaamak	-	Duo	-
behind you	lexeme	خَلْفَك	khalfak	-	Duo	-
in front of	lexeme	أَمام	2aamaam	-	Duo	-
behind	lexeme	خَلْف	khalf	-	Duo	-
behind me	lexeme	خَلْفي	khalfii	-	Duo	-
in front of me	lexeme	أَمامي	2aamaamii	-	Duo	-
busy	lexeme	مَشْغول	mashghuul	-	Duo	-
funny	lexeme	مُضْحِك	muDHik	-	Duo	-
question	lexeme	سُؤال	su2uaal	-	Duo	-
wearing	lexeme	لابِسة	laabist	-	Duo	-
who; who are; whose; who is	lexeme	مَن	man	-	Duo	-
wearing	lexeme	لابِس	laabis	-	Duo	-
always	lexeme	دائِماً	daai2imaaan	-	Duo	-
window	lexeme	شُبّاك	shubaak	-	Duo	-
broken	lexeme	مَكْسور	maksuur	-	Duo	-
problem; a problem; problems	lexeme	مُشْكِلة	mushkilt	-	Duo	-
on top of; on; over; about; for	lexeme	عَلى	3alaa/	-	Duo	-
I open	lexeme	أَفْتَح	2aaftaH	-	Duo	-
television	lexeme	تِلْفاز	tilfaaz	-	Duo	-
bed	lexeme	سَرير	sariir	-	Duo	-
out of order	lexeme	مُعَطَّل	mu3aTal	-	Duo	-
noise	lexeme	صَوْت	Sauut	-	Duo	-
I enter	lexeme	أَدْخُل	2aadkhul	-	Duo	-
I sleep	lexeme	أَنام	2aanaam	-	Duo	-
street	lexeme	شارِع	shaari3	-	Duo	-
bedroom	lexeme	غُرْفة نَوْم	ghurft nauum	-	Duo	-
because of	lexeme	بِسَبَب	bisabab	-	Duo	-
the second floor	lexeme	في ٱلْطّابِق اَلْثّاني	fii al-Taabiq aaalthaanii	-	Duo	-
my bedroom	lexeme	غُرْفة نَوْمي	ghurft nauumii	-	Duo	-
on the first floor	lexeme	في ٱلْطّابِق اَلْأَوَّل	fii al-Taabiq aaal2aawal	-	Duo	-
I live	lexeme	أَسْكُن	2aaskun	-	Duo	-
4	lexeme	٤		-	Duo	-
onto; at; to; in	lexeme	إِلى	2iilaa/	-	Duo	-
3	lexeme	٣		-	Duo	-
2	lexeme	٢		-	Duo	-
0	lexeme	٠		-	Duo	-
I count	lexeme	أَعُدّ	2aa3ud	-	Duo	-
1	lexeme	١		-	Duo	-
10	lexeme	١٠		-	Duo	-
8	lexeme	٨		-	Duo	-
how; how to; how is; how do	lexeme	كَيْف	kaiif	-	Duo	-
7	lexeme	٧		-	Duo	-
9	lexeme	٩		-	Duo	-
5	lexeme	٥		-	Duo	-
6	lexeme	٦		-	Duo	-
knows; you know; she knows; know	lexeme	تَعْرِف	ta3rif	-	Duo	-
all the numbers	lexeme	كُلّ اَلْأَعْداد	kul aaal2aa3daad	-	Duo	-
everything	lexeme	كُلّ شَيْء	kul shaii2	-	Duo	-
in Arabic	lexeme	بِٱلْلُّغة ٱلْعَرَبِيّة	billught al-3arabiit	-	Duo	-
you know; know	lexeme	تَعْرِفين	ta3rifiin	-	Duo	-
you count; count	lexeme	تَعُدّ	ta3ud	-	Duo	-
you count	lexeme	تَعُدّين	ta3udiin	-	Duo	-
enough	lexeme	كاف	kaaf	-	Duo	-
Palestinian	lexeme	فِلَسْطينِيّة	filasTiiniit	-	Duo	-
coastal	lexeme	ساحِلِيّ	saaHilii	-	Duo	-
state	lexeme	وِلاية	wilaaiit	-	Duo	-
the city of Savannah	lexeme	مَدينة سافانا	madiint saafaanaa	-	Duo	-
the state of California	lexeme	وِلاية كاليفورْنْيا	wilaaiit kaaliifuurniiaa	-	Duo	-
the city of Los Angeles	lexeme	مَدينة لوس أَنْجِلِس	madiint luus 2aanjilis	-	Duo	-
the state of Georgia	lexeme	وِلاية جورْجْيا	wilaaiit juurjiiaa	-	Duo	-
village	lexeme	قَرْية	qariit	-	Duo	-
the Mediterranean Sea	lexeme	اَلْبَحْر اَلْأَبْيَض اَلْمُتَوَسِّط	aaalbaHr aaal2aabiiaD aaalmutawasiT	-	Duo	-
the suburbs	lexeme	ضَواحي	DawaaHii	-	Duo	-
you live; live	lexeme	تَسْكُنين	taskuniin	-	Duo	-
unfortunately	lexeme	لِلْأَسَف	lil2aasaf	-	Duo	-
live; she lives; lives; you live	lexeme	تَسْكُن	taskun	-	Duo	-
island	lexeme	جَزيرة	jaziirt	-	Duo	-
Alexandria	lexeme	اَلْإِسْكَنْدَرِيّة	aaal2iiskandariit	-	Duo	-
yes	lexeme	نَعَم	na3am	-	Duo	-
he lives; lives; living	lexeme	يَسْكُن	iiaskun	-	Duo	-
Damascus	lexeme	دِمَشْق	dimashq	-	Duo	-
Zeina	lexeme	زَيْنة	zaiint	-	Duo	-
how are you	lexeme	كَيْفَك	kaiifak	-	Duo	-
well; OK	lexeme	بِخَيْر	bikhaiir	-	Duo	-
hello	lexeme	مَرْحَباً	marHabaaan	-	Duo	-
pleasure to meet you; nice to meet you	lexeme	تَشَرَّفْنا	tasharafnaa	-	Duo	-
how are you	lexeme	كَيْفِك	kaiifik	-	Duo	-
sick	lexeme	مَريض	mariiD	-	Duo	-
sad	lexeme	حَزين	Haziin	-	Duo	-
God willing	lexeme	إِنْ شاءَ ٱلله	2iin shaa2a al-lh	-	Duo	-
good morning to you	lexeme	صَباح اَلْنّور	SabaaH aaalnuur	-	Duo	-
good morning	lexeme	صَباح اَلْخَيْر	SabaaH aaalkhaiir	-	Duo	-
until next time	lexeme	إِلى ٱلْلِّقاء	2iilaa/ al-liqaa2	-	Duo	-
have a nice day	lexeme	يَوْم سَعيد	iiauum sa3iid	-	Duo	-
excited	lexeme	مُتَحَمِّس	mutaHamis	-	Duo	-
sleepy	lexeme	نَعْسان	na3saan	-	Duo	-
OK	lexeme	تَمام	tamaam	-	Duo	-
good evening	lexeme	مَساء اَلْخَيْر	masaa2 aaalkhaiir	-	Duo	-
alright	lexeme	يَلّا	iialaa	-	Duo	-
goodbye	lexeme	مَعَ ٱلْسَّلامة	ma3a al-salaamt	-	Duo	-
good evening to you; good evening to you too	lexeme	مَساء اَلْنّور	masaa2 aaalnuur	-	Duo	-
a family; family	lexeme	عائِلة	3aai2ilt	-	Duo	-
peace be upon you	lexeme	اَلْسَّلامُ عَلَيْكُم	aaalsalaamu 3alaiikum	-	Duo	-
news	lexeme	أَخْبار	2aakhbaar	-	Duo	-
and upon you be peace	lexeme	وَعَلَيْكُمُ ٱلْسَّلام	wa3alaiikumu al-salaam	-	Duo	-
student; a student; students	lexeme	طالِب	Taalib	-	Duo	-
now	lexeme	اَلْآن	aaal2aan	-	Duo	-
you study	lexeme	تَدْرُسين	tadrusiin	-	Duo	-
what; what's	lexeme	ماذا	maadhaa	-	Duo	-
I study	lexeme	أَدْرُس	2aadrus	-	Duo	-
computer science	lexeme	عِلْم اَلْحاسوب	3ilm aaalHaasuub	-	Duo	-
she studies; studies; study; you study; studying	lexeme	تَدْرُس	tadrus	-	Duo	-
he studies; studies; study; he has been studying	lexeme	يَدْرُس	iiadrus	-	Duo	-
company; a company	lexeme	شَرِكة	sharikt	-	Duo	-
I work; work	lexeme	أَعْمَل	2aa3mal	-	Duo	-
photographer; a photographer	lexeme	مُصَوِّر	muSawir	-	Duo	-
you work; she works; works; work	lexeme	تَعْمَل	ta3mal	-	Duo	-
you work	lexeme	تَعْمَلين	ta3maliin	-	Duo	-
homemaker; a homemaker; as a homemaker	lexeme	رَبّة بَيْت	rabt baiit	-	Duo	-
homemaker; a homemaker	lexeme	رَبّ بَيْت	rab baiit	-	Duo	-
travel	lexeme	سَفَر	safar	-	Duo	-
I want; I have been wanting; want	lexeme	أُريد	2auriid	-	Duo	-
learning; to learn; learn	lexeme	تَعَلُّم	ta3alum	-	Duo	-
people; folks	lexeme	ناس	naas	-	Duo	-
all; the whole; each; every; entire	lexeme	كُلّ	kul	-	Duo	-
world	lexeme	عالَم	3aalam	-	Duo	-
you want; wants; she wants; want	lexeme	تُريد	turiid	-	Duo	-
a researcher	lexeme	باحِث	baaHith	-	Duo	-
meeting; to meet	lexeme	اَلْتَّعَرُّف عَلى	aaalta3aruf 3alaa/	-	Duo	-
wants; he wants; want	lexeme	يُريد	iiuriid	-	Duo	-
new	lexeme	جُدَد	judad	-	Duo	-
science	lexeme	عُلوم	3uluum	-	Duo	-
one o'clock	lexeme	اَلْسّاعة ٱلْواحِدة	aaalsaa3t al-waaHidt	-	Duo	-
two o'clock; two	lexeme	اَلْسّاعة ٱلْثّانْية	aaalsaa3t al-thaaniit	-	Duo	-
time; watch; one hour; clock; an hour; timepeace; hour; hours	lexeme	ساعة	saa3t	-	Duo	-
three o'clock; three	lexeme	اَلْسّاعة ٱلْثّالِثة	aaalsaa3t al-thaalitht	-	Duo	-
after	lexeme	بَعْد	ba3d	-	Duo	-
what time is it; what	lexeme	كَم اَلْسّاعة	kam aaalsaa3t	-	Duo	-
five o'clock	lexeme	اَلْسّاعة ٱلْخامِسة	aaalsaa3t al-khaamist	-	Duo	-
half	lexeme	نُصْف	nuSf	-	Duo	-
four o'clock	lexeme	اَلْسّاعة ٱلْرّابِعة	aaalsaa3t al-raabi3t	-	Duo	-
free	lexeme	مُتَفَرِّغ	mutafarigh	-	Duo	-
six o'clock; six	lexeme	اَلْسّاعة ٱلْسّادِسة	aaalsaa3t al-saadist	-	Duo	-
when	lexeme	مَتى	mataa/	-	Duo	-
I am not; am not	lexeme	لَسْتُ	lastu	-	Duo	-
class; a class; grade	lexeme	صَفّ	Saf	-	Duo	-
seven o'clock; seven	lexeme	اَلْسّاعة ٱلْسّابِعة	aaalsaa3t al-saabi3t	-	Duo	-
nine o'clock	lexeme	اَلْسّاعة ٱلْتّاسِعة	aaalsaa3t al-taasi3t	-	Duo	-
eight o'clock; 8	lexeme	اَلْسّاعة ٱلْثّامِنة	aaalsaa3t al-thaamint	-	Duo	-
before	lexeme	قَبْل	qabl	-	Duo	-
appointment	lexeme	مَوْعِد	mauu3id	-	Duo	-
time	lexeme	وَقْت	waqt	-	Duo	-
I go; go	lexeme	أَذْهَب	2aadhhab	-	Duo	-
ten o'clock	lexeme	اَلْسّاعة ٱلْعاشِرة	aaalsaa3t al-3aashirt	-	Duo	-
twelve o'clock	lexeme	اَلْسّاعة ٱلْثّانْية عَشْرة	aaalsaa3t al-thaaniit 3ashrt	-	Duo	-
eleven o'clock	lexeme	اَلْسّاعة ٱلْحادْية عَشْرة	aaalsaa3t al-Haadiit 3ashrt	-	Duo	-
speak; I speak; I am speaking; I talk; I am talking; talk	lexeme	أَتَكَلَّم	2aatakalam	-	Duo	-
need to; must; you need to	lexeme	يَجِب أَنْ	iiajib 2aan	-	Duo	-
like; you like; you love; she loves; loves; she likes; likes	lexeme	تُحِبّ	tuHib	-	Duo	-
a letter; letter; a message	lexeme	رِسالة	risaalt	-	Duo	-
art	lexeme	فَنّ	fan	-	Duo	-
like; you like; you love; would you like	lexeme	تُحِبّين	tuHibiin	-	Duo	-
he loves; wants; he likes; he would like; likes; like	lexeme	يُحِبّ	iiuHib	-	Duo	-
weekend	lexeme	نِهاية اَلْأُسْبوع	nihaaiit aaal2ausbuu3	-	Duo	-
letters	lexeme	رَسائِل	rasaai2il	-	Duo	-
a lesson; lesson; lessons	lexeme	دَرْس	dars	-	Duo	-
watching; to watch	lexeme	مُشاهَدة	mushaahadt	-	Duo	-
lessons	lexeme	دُروس	duruus	-	Duo	-
film	lexeme	فيلْم	fiilm	-	Duo	-
a relative; close; relative	lexeme	قَريب	qariib	-	Duo	-
friends	lexeme	أَصْدِقاء	2aaSdiqaa2	-	Duo	-
I visit; visit	lexeme	أَزور	2aazuur	-	Duo	-
he visits; visits	lexeme	يَزور	iiazuur	-	Duo	-
relatives	lexeme	أَقارِب	2aaqaarib	-	Duo	-
museum	lexeme	مَتْحَف	matHaf	-	Duo	-
you visit; she visits; visits; visit	lexeme	تَزور	tazuur	-	Duo	-
playing; to play	lexeme	لَعْب	la3b	-	Duo	-
languages	lexeme	لُغات	lughaat	-	Duo	-
more	lexeme	أَكْثَر	2aakthar	-	Duo	-
soccer	lexeme	كُرة اَلْقَدَم	kurt aaalqadam	-	Duo	-
books	lexeme	كُتُب	kutub	-	Duo	-
I drink	lexeme	أَشْرَب	2aashrab	-	Duo	-
eats; he eats; eat	lexeme	يَأْكُل	iia2akul	-	Duo	-
falafel	lexeme	فَلافِل	falaafil	-	Duo	-
appetizers	lexeme	مُقَبِّلات	muqabilaat	-	Duo	-
potatoes	lexeme	بَطاطا	baTaaTaa	-	Duo	-
true; correct; right	lexeme	صَحيح	SaHiiH	-	Duo	-
tea	lexeme	شاي	shaaii	-	Duo	-
bread	lexeme	خُبْزاً	khubzaaan	-	Duo	-
hummus; chickpeas	lexeme	حُمُّصاً	HumuSaaan	-	Duo	-
bread	lexeme	خُبْز	khubz	-	Duo	-
hummus	lexeme	حُمُّص	HumuS	-	Duo	-
tea	lexeme	شاياً	shaaiiaaan	-	Duo	-
soup	lexeme	شورْبة	shuurbt	-	Duo	-
tabbouleh	lexeme	تَبّولة	tabuult	-	Duo	-
salad	lexeme	سَلَطة	salaTt	-	Duo	-
juice	lexeme	عَصير	3aSiir	-	Duo	-
kebab	lexeme	كَباباً	kabaabaaan	-	Duo	-
juice	lexeme	عَصيراً	3aSiiraaan	-	Duo	-
kebab	lexeme	كَباب	kabaab	-	Duo	-
Ramadan	lexeme	رَمَضان	ramaDaan	-	Duo	-
kibbeh	lexeme	كِبّة	kibt	-	Duo	-
dish	lexeme	طَبَق	Tabaq	-	Duo	-
warm	lexeme	ساخِناً	saakhinaaan	-	Duo	-
good	lexeme	طَيِّباً	Taiiibaaan	-	Duo	-
cold	lexeme	بارِداً	baaridaaan	-	Duo	-
dessert	lexeme	حَلْوى	Haluuaa/	-	Duo	-
you all want; you want; want	lexeme	تُريدون	turiiduun	-	Duo	-
they want; want	lexeme	يُريدون	iiuriiduun	-	Duo	-
we want; want	lexeme	نُريد	nuriid	-	Duo	-
we	lexeme	نَحْنُ	naHnu	-	Duo	-
they; are	lexeme	هُم	hum	-	Duo	-
you all; you	lexeme	أَنْتُم	2aantum	-	Duo	-
you take; she takes; take	lexeme	تَأْخُذ	ta2akhudh	-	Duo	-
ticket; a ticket	lexeme	تَذْكَرة	tadhkart	-	Duo	-
far	lexeme	بَعيد	ba3iid	-	Duo	-
stop	lexeme	مَوْقِف	mauuqif	-	Duo	-
bus	lexeme	باص	baaS	-	Duo	-
I take	lexeme	آخُذ	aakhudh	-	Duo	-
station	lexeme	مَحَطّة	maHaTt	-	Duo	-
you all take	lexeme	تَأْخُذون	ta2akhudhuun	-	Duo	-
which; what; any	lexeme	أَيّة	2aaiit	-	Duo	-
train	lexeme	قِطار	qiTaar	-	Duo	-
they take; take	lexeme	يَأْخُذون	iia2akhudhuun	-	Duo	-
we make; we take; take	lexeme	نَأْخُذ	na2akhudh	-	Duo	-
which; any	lexeme	أَيّ	2aaii	-	Duo	-
I leave	lexeme	أَنْطَلِق	2aanTaliq	-	Duo	-
they know	lexeme	يَعْرِفون	iia3rifuun	-	Duo	-
you all know; know	lexeme	تَعْرِفون	ta3rifuun	-	Duo	-
at what time	lexeme	في أَيّة ساعة	fii 2aaiit saa3t	-	Duo	-
we know; know	lexeme	نَعْرِف	na3rif	-	Duo	-
please	lexeme	مِن فَضْلَك	min faDlak	-	Duo	-
please	lexeme	مِن فَضْلِك	min faDlik	-	Duo	-
I buy; buy	lexeme	أَشْتَري	2aashtarii	-	Duo	-
market	lexeme	سوق	suuq	-	Duo	-
fresh	lexeme	طازِج	Taazij	-	Duo	-
you buy; buy	lexeme	تَشْتَرين	tashtariin	-	Duo	-
because	lexeme	لِأَنَّ	li2aana	-	Duo	-
same	lexeme	نَفْس	nafs	-	Duo	-
vegetables	lexeme	خُضْراوات	khuDraawaat	-	Duo	-
healthy	lexeme	صِحِّيّ	SiHii	-	Duo	-
fruit	lexeme	فاكِهة	faakiht	-	Duo	-
a lot of; a lot; many	lexeme	كَثير	kathiir	-	Duo	-
I prefer; prefer	lexeme	أُفَضِّل	2aufaDil	-	Duo	-
because it; because he	lexeme	لِأَنَّهُ	li2aanahu	-	Duo	-
because it; because she; because they	lexeme	لِأَنَّها	li2aanahaa	-	Duo	-
because I; because I am	lexeme	لِأَنَّني	li2aananii	-	Duo	-
tomatoes; some tomatoes	lexeme	بَنَدورة	banaduurt	-	Duo	-
carrots	lexeme	جَزَر	jazar	-	Duo	-
squash	lexeme	كوسا	kuusaa	-	Duo	-
because you	lexeme	لِأَنِّك	li2aanik	-	Duo	-
because you	lexeme	لِأَنَّك	li2aanak	-	Duo	-
why	lexeme	لِماذا	limaadhaa	-	Duo	-
okra	lexeme	بامْيا	baamiiaa	-	Duo	-
morning	lexeme	صَباح	SabaaH	-	Duo	-
cake	lexeme	كَعْك	ka3k	-	Duo	-
usually	lexeme	عادةً	3aadtan	-	Duo	-
you speak; she speaks; talk; you are talking	lexeme	تَتَكَلَّم	tatakalam	-	Duo	-
I will speak; I will talk	lexeme	سَأَتَكَلَّم	sa2aatakalam	-	Duo	-
with you	lexeme	مَعِك	ma3ik	-	Duo	-
I will go	lexeme	سَأَذْهَب	sa2aadhhab	-	Duo	-
you go; she goes; go	lexeme	تَذْهَب	tadhhab	-	Duo	-
on the phone	lexeme	بِٱلْهاتِف	bilhaatif	-	Duo	-
soon; close	lexeme	قَريباً	qariibaaan	-	Duo	-
here; there; present	lexeme	مَوْجود	mauujuud	-	Duo	-
with her	lexeme	مَعَها	ma3ahaa	-	Duo	-
with him; with	lexeme	مَعَهُ	ma3ahu	-	Duo	-
who is this	lexeme	مَن مَعي	man ma3ii	-	Duo	-
with me	lexeme	مَعي	ma3ii	-	Duo	-
hello	lexeme	أَلو	2aaluu	-	Duo	-
can	lexeme	مِن اَلْمُمْكِن أَنْ	min aaalmumkin 2aan	-	Duo	-
sorry	lexeme	آسِف	aasif	-	Duo	-
he returns	lexeme	يَعود	iia3uud	-	Duo	-
I call; call	lexeme	أَتَّصِل	2aataSil	-	Duo	-
I will call	lexeme	سَأَتَّصِل	sa2aataSil	-	Duo	-
he will return	lexeme	سَيَعود	saiia3uud	-	Duo	-
is not; not	lexeme	لَيْسَت	laiisat	-	Duo	-
is not; not; no	lexeme	لَيْسَ	laiisa	-	Duo	-
later	lexeme	لاحِقاً	laaHiqaaan	-	Duo	-
colleague; acquaintance; classmate	lexeme	زَميل	zamiil	-	Duo	-
a month; month	lexeme	شَهْر	shahr	-	Duo	-
one moment; moment	lexeme	لَحْظة	laHẓt	-	Duo	-
wrong	lexeme	غَلَط	ghalaT	-	Duo	-
week	lexeme	أُسْبوع	2ausbuu3	-	Duo	-
aunt	lexeme	خالة	khaalt	-	Duo	-
I hate	lexeme	أَكْرَه	2aakrah	-	Duo	-
means; mean	lexeme	يَعْني	iia3nii	-	Duo	-
at all; never	lexeme	أَبَداً	2aabadaaan	-	Duo	-
there	lexeme	ها	haa	-	Duo	-
sensitive	lexeme	حَسّاس	Hasaas	-	Duo	-
married; have been married	lexeme	مُتَزَوِّج	mutazawij	-	Duo	-
annoying	lexeme	مُزْعِج	muz3ij	-	Duo	-
brother	lexeme	أَخو	2aakhuu	-	Duo	-
uncle	lexeme	عَمّ	3am	-	Duo	-
boring	lexeme	مُمِلّ	mumil	-	Duo	-
judge; a judge	lexeme	قاضي	qaaDii	-	Duo	-
a soldier	lexeme	جُنْدِيّ	jundii	-	Duo	-
divorced	lexeme	مُطَلَّق	muTalaq	-	Duo	-
cousin	lexeme	بِنْت عَمّ	bint 3am	-	Duo	-
like	lexeme	مِثْل	mithl	-	Duo	-
hair	lexeme	شَعْر	sha3r	-	Duo	-
an employee; employee	lexeme	مُوَظَّف	mwaẓaf	-	Duo	-
ugly	lexeme	قَبيح	qabiiH	-	Duo	-
cultured	lexeme	مُثَقَّف	muthaqaf	-	Duo	-
Mounira	lexeme	مُنيرة	muniirt	-	Duo	-
school	lexeme	مَدْرَسة	madrast	-	Duo	-
no one; none	lexeme	لا أَحَد	laa 2aaHad	-	Duo	-
noise	lexeme	ضَجّة	Dajt	-	Duo	-
reservation	lexeme	حَجْز	Hajz	-	Duo	-
we have; at our house; we; our	lexeme	عِنْدنا	3indnaa	-	Duo	-
hallway	lexeme	مَمَرّ	mamar	-	Duo	-
hotel	lexeme	فُنْدُق	funduq	-	Duo	-
they have; have	lexeme	عِنْدهُم	3indhum	-	Duo	-
you have; you all have; your	lexeme	عِنْدكُم	3indkum	-	Duo	-
a gym; gym	lexeme	صالة رِياضِيّة	Saalt riiaaDiit	-	Duo	-
forbidden	lexeme	مَمْنوع	mamnuu3	-	Duo	-
sleeves	lexeme	كُم	kum	-	Duo	-
swimming pool	lexeme	مَسْبَح	masbaH	-	Duo	-
dirty	lexeme	وَسِخ	wasikh	-	Duo	-
clean	lexeme	نَظيف	naẓiif	-	Duo	-
I rest; I relax	lexeme	أَرْتاح	2aartaaH	-	Duo	-
a balcony	lexeme	شُرْفة	shurft	-	Duo	-
sheets	lexeme	مُلاءات	mulaa2aat	-	Duo	-
towels	lexeme	فُوَط	fwaT	-	Duo	-
mouse	lexeme	فَأْر	fa2ar	-	Duo	-
she sleeps; you sleep; sleeps	lexeme	تَنام	tanaam	-	Duo	-
you come	lexeme	تَجيئين	tajiii2iin	-	Duo	-
year; a year; years; one year	lexeme	سَنة	sant	-	Duo	-
I come; come	lexeme	أَجيء	2aajii2	-	Duo	-
again	lexeme	مَرّة أُخْرى	mart 2aukhraa/	-	Duo	-
good; well	lexeme	جَيِّداً	jaiiidaaan	-	Duo	-
only	lexeme	فَقَط	faqaT	-	Duo	-
doctor	lexeme	طَبيب	Tabiib	-	Duo	-
I feel; I have been feeling	lexeme	أَشْعُر	2aash3ur	-	Duo	-
break	lexeme	اِسْتِراحة	aaistiraaHt	-	Duo	-
what is wrong	lexeme	ما بِكَ	maa bika	-	Duo	-
what is wrong	lexeme	ما بِكِ	maa biki	-	Duo	-
that; to	lexeme	أَنْ	2aan	-	Duo	-
strong	lexeme	قَوِيّ	qawii	-	Duo	-
they relax; they rest; rest; relax	lexeme	يَرْتاحوا	iiartaaHwaa	-	Duo	-
you rest; rest	lexeme	تَرْتاحوا	tartaaHwaa	-	Duo	-
you rest; rest	lexeme	تَرْتاحي	tartaaHii	-	Duo	-
fever; a fever	lexeme	حَرارة	Haraart	-	Duo	-
pain	lexeme	أَلَم	2aalam	-	Duo	-
headache; a headache	lexeme	صُداع	Sudaa3	-	Duo	-
mouth	lexeme	فَم	fam	-	Duo	-
open	lexeme	اِفْتَحي	aaiftaHii	-	Duo	-
for; since; ago	lexeme	مُنْذُ	mundhu	-	Duo	-
open	lexeme	اِفْتَح	aaiftaH	-	Duo	-
yesterday	lexeme	أَمْس	2aams	-	Duo	-
thank you	lexeme	اَلله يُسَلِّمِك	aaallh iiusalimik	-	Duo	-
get better	lexeme	سَلامتَك	salaamtak	-	Duo	-
eye	lexeme	عَيْن	3aiin	-	Duo	-
get better	lexeme	سَلامتِك	salaamtik	-	Duo	-
thank you	lexeme	اَلله يُسَلِّمَك	aaallh iiusalimak	-	Duo	-
hand	lexeme	يَد	iiad	-	Duo	-
a price; price	lexeme	سِعْر	si3r	-	Duo	-
vendor	lexeme	بائِع	baai2i3	-	Duo	-
you give	lexeme	تُعْطين	tu3Tiin	-	Duo	-
come	lexeme	تَعالي	ta3aalii	-	Duo	-
come	lexeme	تَعالوا	ta3aalwaa	-	Duo	-
come	lexeme	تَعالَ	ta3aala	-	Duo	-
smell; small	lexeme	رائِحة	raai2iHt	-	Duo	-
soap; soaps	lexeme	صابون	Saabuun	-	Duo	-
guys	lexeme	شَباب	shabaab	-	Duo	-
shampoo	lexeme	شامْبو	shaambuu	-	Duo	-
give me	lexeme	أَعْطوني	2aa3Tuunii	-	Duo	-
give me	lexeme	أَعْطِني	2aa3Tinii	-	Duo	-
give me	lexeme	أَعْطيني	2aa3Tiinii	-	Duo	-
they give; give	lexeme	يُعْطون	iiu3Tuun	-	Duo	-
toothbrush; a toothbrush	lexeme	فُرْشاة أَسْنان	furshaat 2aasnaan	-	Duo	-
toothpaste	lexeme	مَعْجون أَسْنان	ma3juun 2aasnaan	-	Duo	-
time; once; times	lexeme	مَرّة	mart	-	Duo	-
go ahead; come in; here you go	lexeme	تَفَضَّل	tafaDal	-	Duo	-
here you go; here; go ahead	lexeme	تَفَضَّلي	tafaDalii	-	Duo	-
here you go; come on in	lexeme	تَفَضَّلوا	tafaDalwaa	-	Duo	-
one	lexeme	واحِد	waaHid	-	Duo	-
a dinar; dinars	lexeme	دينار	diinaar	-	Duo	-
dinar	lexeme	دَنانير	danaaniir	-	Duo	-
kilo	lexeme	كيلو	kiiluu	-	Duo	-
how much	lexeme	بِكَم	bikam	-	Duo	-
she is; they are; you are; are; is	lexeme	تَكون	takuun	-	Duo	-
you are	lexeme	تَكونوا	takuunwaa	-	Duo	-
a life; life	lexeme	حَياة	Haiiaat	-	Duo	-
you are; be	lexeme	تَكوني	takuunii	-	Duo	-
I am	lexeme	أَكون	2aakuun	-	Duo	-
richer	lexeme	أَغْنى	2aaghnaa/	-	Duo	-
I will become	lexeme	سَأُصْبِح	sa2auSbiH	-	Duo	-
you become; become	lexeme	تُصْبِحوا	tuSbiHwaa	-	Duo	-
manager; director	lexeme	مُدير	mudiir	-	Duo	-
I become	lexeme	أُصْبِح	2auSbiH	-	Duo	-
future	lexeme	مُسْتَقْبَل	mustaqbal	-	Duo	-
you become	lexeme	تُصْبِحي	tuSbiHii	-	Duo	-
a profession	lexeme	مِهْنة	mihnt	-	Duo	-
poor	lexeme	فَقير	faqiir	-	Duo	-
other; another; different; else	lexeme	آخَر	aakhar	-	Duo	-
poorer	lexeme	أَفْقَر	2aafqar	-	Duo	-
different; other; another	lexeme	أُخْرى	2aukhraa/	-	Duo	-
different	lexeme	مُخْتَلِف	mukhtalif	-	Duo	-
