English	Foreign	Transliteration	Context
the pretty weather	اَلْطَّقْس اَلْجَميل	-	Identify the weather
a long winter	شِتاء طَويل	-	Identify the weather
This is a hot day.	هٰذا يَوْم حارّ.	-	Identify the weather
The moon is small now.	اَلْقَمَر صَغير اَلآن.	-	Identify the weather
a cold and long winter	شِتاء بارِد وَطَويل	-	Identify the weather
weird weather	طَقْس غَريب	-	Identify the weather
China	اَلْصّين	-	Discuss geography
Khartoum	اَلْخَرطوم	-	Discuss geography
Cairo	اَلْقاهِرة	-	Discuss geography
Baghdad is old.	بَغْداد قَديمة.	-	Discuss geography
mountain	جَبَل	-	Discuss geography
Iraq is famous.	اَلْعِراق مَشْهور.	-	Discuss geography
Baghdad is in Iraq.	بَغْداد في الْعِراق.	-	Discuss geography
Cairo is a historic capital.	اَلْقاهِرة عاصِمة تاريخِيّة.	-	Discuss geography
Palestine is a diverse and historic place.	فِلَسْطين مَكان مُتَنَوِّع وَتاريخِيّ.	-	Discuss geography
the coast	اَلْسّاحِل	-	Discuss geography
Iraq is a country close to Syria.	اَلْعِراق بَلَد قَريب مِن سورْيا.	-	Discuss geography
Baghdad is the capital of Iraq.	بَغْداد عاصِمة اَلْعِراق.	-	Discuss geography
The coast in Syria is pretty.	اَلْسّاحِل في سورْيا جَميل.	-	Discuss geography
Do I love my father?	هَل أُحِبّ أَبي؟	-	Use prepositions
I do not know this lion.	لا أَعْرِف هٰذا الْأَسَد.	-	Use prepositions
Are you wearing a hat, Seth?	هَل أَنْتَ لابِس قُبَّعة يا سيث؟	-	Use prepositions
There is a dog in a car behind the office.	خَلْف اَلْمَكْتَب كَلْب في سَيّارة.	-	Use prepositions
There is a man in a car behind the building.	خَلْف اَلْبِناية رَجُل في سَيّارة.	-	Use prepositions
There is your wife with a man behind the restaurant.	خَلْف اَلْمَطْعَم زَوْجَتَك مَعَ رَجُل.	-	Use prepositions
My friend Tamer is very rich.	صَديقي تامِر غَنِيّ جِدّاً.	-	Use prepositions
There is a funny man in the background.	في الْخَلْفِيّة رَجُل مُضْحِك.	-	Use prepositions
There is a very funny boy in this picture.	في هٰذِهِ الْصّورة وَلَد مُضْحِك جِدّاً.	-	Use prepositions
There is your wife in the background, Seth.	في الْخَلْفِيّة زَوْجَتَك يا سيث.	-	Use prepositions
And here in the background there is a funny man.	وَهُنا في الْخَلْفِيّة رَجُل مُضْحِك.	-	Use prepositions
He does not have a house.	لَيْسَ عِنْدهُ بَيْت.	-	Use prepositions
in front of the university	أَمام اَلْجامِعة	-	Use prepositions
My friend Farid has a lion.	صَديقي فَريد عِنْدهُ أَسَد.	-	Use prepositions
next to	بِجانِب	-	Use prepositions
I love this picture.	أُحِبّ هٰذِهِ الْصّورة.	-	Use prepositions
His friend Samia is wearing a skirt.	صَديقَتهُ سامْية لابِسة تَنّورة.	-	Use prepositions
Who is he?	من هو؟	-	Use prepositions
This is my friend Tamer and he is rich.	هٰذا صَديقي تامِر وَهُوَّ غَنِيّ.	-	Use prepositions
My brother Bashir is busy.	أَخي بَشير مَشْغول.	-	Use prepositions
bed	سَرير	-	Express a problem
television	تِلْفاز	-	Express a problem
I live on the second floor.	أَسْكُن في ٱلْطّابِق اَلْثّاني.	-	Express a problem
The window in the kitchen is very big.	اَلْشُّبّاك في ٱلْمَطْبَخ كَبير جِدّاً.	-	Express a problem
I sleep in a broken bed.	أَنام في سَرير مَكْسور.	-	Express a problem
There is something broken in the kitchen.	هُناك شَيْء مَكْسور في ٱلْمَطْبَخ.	-	Express a problem
I do not sleep a lot in this house.	لا أَنام كَثيراً في هٰذا ٱلْبَيْت.	-	Express a problem
There is a bedroom on the first floor.	في ٱلْطّابِق اَلْأَوَّل غُرْفة نَوْم.	-	Express a problem
There is a weird noise.	هُناك صَوْت غَريب.	-	Express a problem
The faucet is broken.	اَلْحَنَفِيّة مَكْسورة.	-	Express a problem
I do not sleep because of the weird noise.	لا أَنام بِسَبَب اَلْصَّوْت اَلْغَريب.	-	Express a problem
There is a problem with the television.	هُناك مُشْكِلة مَعَ ٱلْتِّلْفاز.	-	Express a problem
on the faucet	عَلى ٱلْحَنَفِيّة	-	Express a problem
something broken	شَيْء مَكْسور	-	Express a problem
I open the window.	أَفْتَح اَلْشُّبّاك.	-	Express a problem
I sleep in my bedroom.	أَنام في غُرْفة نَوْمي.	-	Express a problem
I do not sleep in the morning.	لا أَنام صَباحاً.	-	Express a problem
Is there a television?	هَل هُناك تِلْفاز؟	-	Express a problem
3	٣	-	Count from 0 to 10
4	٤	-	Count from 0 to 10
7	٧	-	Count from 0 to 10
number 1	رَقَم ١	-	Count from 0 to 10
Do you know everything, Maha?	هَل تَعْرِفين كُلّ شَيْء يا مَها؟	-	Count from 0 to 10
How do you count from 1 to 5, Mike?	كَيْف تَعُدّ مِن ١ إِلى ٥ يا مايْك؟	-	Count from 0 to 10
How do you count from 1 to 6 in Arabic, Rosa?	كَيْف تَعُدّين مِن ١ إِلى ٦ بِٱلْلُّغة ٱلْعَرَبِيّة يا روزا؟	-	Count from 0 to 10
I know all the numbers from 0 to 10 in Arabic.	أَعْرِف كُلّ اَلْأَعْداد مِن ٠ إِلى ١٠ بِٱلْلُّغة ٱلْعَرَبِيّة.	-	Count from 0 to 10
I do not know everything in Arabic but I know all the numbers from 0 to 10.	لا أَعْرِف كُلّ شَيْء بِٱلْلُّغة ٱلْعَرَبِيّة لٰكِنّ أَعْرِف كُلّ اَلْأَعْداد مِن ٠ إِلى ١٠.	-	Count from 0 to 10
10	١٠	-	Count from 0 to 10
6	٦	-	Count from 0 to 10
I do not know everything in Arabic.	لا أَعْرِف كُلّ شَيْء بِٱلْلُّغة ٱلْعَرَبِيّة.	-	Count from 0 to 10
Do you know everything, Bob?	هَل تَعْرِف كُلّ شَيْء يا بوب؟	-	Count from 0 to 10
from 0 to 3	مِن ٠ إِلى ٣	-	Count from 0 to 10
Do you know all the numbers, Judy?	هَل تَعْرِفين كُلّ اَلْأَعْداد يا جودي؟	-	Count from 0 to 10
island	جَزيرة	-	Discuss geography
Do you live in a coastal city, Mohamed?	هَل تَسْكُن في مَدينة ساحِلِيّة يا مُحَمَّد؟	-	Discuss geography
My father lives on an island.	أَبي يَسْكُن في جَزيرة.	-	Discuss geography
I am from the city of Los Angeles in America.	أَنا مِن مَدينة لوس أَنْجِلِس في أَمْريكا.	-	Discuss geography
The city of Savannah is a coastal city.	مَدينة سافانا مَدينة ساحِلِيّة.	-	Discuss geography
Unfortunately, my city is very crowded.	لِلْأَسَف مَدينَتي مُزْدَحِمة جِدّاً.	-	Discuss geography
I like swimming in the sea.	أُحِبّ اَلْسِّباحة في ٱلْبَحْر.	-	Discuss geography
Carrie does not live in the mountains.	كَري لا تَسْكُن في ٱلْجَبَل.	-	Discuss geography
I like reading in nature.	أُحِبّ اَلْقِراءة في ٱلْطَّبيعة.	-	Discuss geography
Alexandria is a coastal city in Egypt.	اَلْإِسْكَنْدَرِيّة مَدينة ساحِلِيّة في مِصْر.	-	Discuss geography
I am from a small island in the Mediterranean Sea.	أَنا مِن جَزيرة صَغيرة في ٱلْبَحْر اَلْأَبْيَض اَلْمُتَوَسِّط.	-	Discuss geography
family	عائِلة	-	Greet people
sick	مَريض	-	Greet people
sad	حَزين	-	Greet people
I am OK, praise be to God!	أَنا تَمام اَلْحَمْدُ لِله!	-	Greet people
It's a pleasure to meet you.	تَشَرَّفْنا.	-	Greet people
Peace be upon you, Sarah!	اَلْسَّلامُ عَلَيْكُم يا سارة!	-	Greet people
Good morning, Shadi.	صَباح اَلْخَيْر يا شادي.	-	Greet people
Are you from the city of Damascus, Mahmoud?	هَل أَنْتَ مِن مَدينة دِمَشْق يا مَحْمود؟	-	Greet people
Hello Judy, my name is Mohamed.	مَرْحَباً يا جودي أَنا ٱسْمي مُحَمَّد.	-	Greet people
How are you, Samia?	كَيْف حالِك يا سامْية؟	-	Greet people
Good evening, what is your name?	مَساء اَلْخَيْر، ما ٱسْمَك؟	-	Greet people
Good morning, Lama.	صَباح اَلْخَيْر يا لَمى.	-	Greet people
Have a nice day, Sarah!	يَوْم سَعيد يا سارة!	-	Greet people
Peace be upon you, Samia!	اَلْسَّلامُ عَلَيْكُم يا سامْية!	-	Greet people
I study at the university now.	أَدْرُس في ٱلْجامِعة ٱلْآن.	-	Talk about what you do
What do you study, Rania?	ماذا تَدْرُسين يا رانْيا؟	-	Talk about what you do
Where do you work, Tamer?	أَيْن تَعْمَل يا تامِر؟	-	Talk about what you do
I like to meet new people.	أُحِبّ اَلْتَّعَرُّف عَلى ناس جُدَد.	-	Talk about what you do
I like to meet people.	أُحِبّ اَلْتَّعَرُّف عَلى ٱلْنّاس.	-	Talk about what you do
Do you want to meet my family, Maha?	هَل تُريدين اَلْتَّعَرُّف عَلى عائِلَتي يا مَها؟	-	Talk about what you do
Do you want to travel to Palestine, Maha?	هَل تُريدين اَلْسَّفَر إِلى فِلَسْطين يا مَها؟	-	Talk about what you do
Do you study computer science, Arwa?	هَل تَدْرُسين عِلْم اَلْحاسوب يا أَرْوى؟	-	Talk about what you do
I want to travel to my country with new people.	أُريد اَلْسَّفَر إِلى بَلَدي مَعَ ناس جُدَد.	-	Talk about what you do
I do not study science.	لا أَدْرُس اَلْعُلوم.	-	Talk about what you do
Do you work in tourism, Lama?	هَل تَعْمَلين في ٱلْسِّياحة يا لَمى؟	-	Talk about what you do
He wants to meet a new friend.	يُريد اَلْتَّعَرُّف عَلى صَديق جَديد.	-	Talk about what you do
Do you want to learn, Samia?	هَل تُريدين اَلْتَّعَلُّم يا سامْية؟	-	Talk about what you do
I work in my cat's company and I am always busy.	أَعْمَل في شَرِكة قِطَّتي وَأَنا مَشْغولة دائِماً.	-	Talk about what you do
My new company is amazing, praise be to God!	شَرِكَتي ٱلْجَديدة مُمْتازة ٱلْحَمْدُ لِله!	-	Talk about what you do
I work in my sister's company.	أَعْمَل في شَرِكة أُخْتي.	-	Talk about what you do
I do not work with my sister.	لا أَعْمَل مَعَ أُخْتي.	-	Talk about what you do
Samia wants today's newspaper.	سامْية تُريد صَحيفة اَلْيَوْم.	-	Talk about what you do
My name is Rosa and I am a student.	أَنا ٱسْمي روزا وَأَنا طالِبة.	-	Talk about what you do
Judy is a good photographer.	جودي مُصَوِّرة جَيِّدة.	-	Talk about what you do
My mother is an amazing homemaker.	أُمّي رَبّة بَيْت مُمْتازة.	-	Talk about what you do
Do you study science, Mohamed?	هَل تَدْرُس اَلْعُلوم يا مُحَمَّد؟	-	Talk about what you do
I do not have anything after three o'clock.	لَيْسَ عِنْدي شَيْء بَعْد اَلْسّاعة ٱلْثّالِثة.	-	Tell time
What time is it? Ten o'clock.	كَم اَلْسّاعة؟ اَلْسّاعة ٱلْعاشِرة.	-	Tell time
He has something at one o'clock.	عِنْدهُ شَيْء في ٱلْسّاعة ٱلْواحِدة.	-	Tell time
one o'clock in the morning	اَلْسّاعة ٱلْواحِدة صَباحاً	-	Tell time
ten o'clock in the evening	اَلْسّاعة ٱلْعاشِرة مَساءً	-	Tell time
I go to work.	أَذْهَب إِلى ٱلْعَمَل.	-	Tell time
Do you have time before twelve o'clock?	هَل عِنْدِك وَقْت قَبْل اَلْسّاعة ٱلْثّانْية عَشْرة؟	-	Tell time
Are you free after two thirty?	هَل أَنْتَ مُتَفَرِّغ بَعْد اَلْسّاعة ٱلْثّانْية وَٱلْنُّصْف؟	-	Tell time
What time is it? One o'clock.	كَم اَلْسّاعة؟ اَلْسّاعة ٱلْواحِدة.	-	Tell time
She is free before nine o'clock.	هِيَّ مُتَفَرِّغة قَبْل اَلْسّاعة ٱلْتّاسِعة.	-	Tell time
I do not like eating after one o'clock.	لا أُحِبّ اَلْأَكْل بَعْد اَلْسّاعة ٱلْواحِدة.	-	Tell time
What time is it? Seven o'clock.	كَم اَلْسّاعة؟ اَلْسّاعة ٱلْسّابِعة.	-	Tell time
When do you go to France, George?	مَتى تَذْهَب إِلى فَرَنْسا يا جورْج؟	-	Tell time
I like swimming before sleeping.	أُحِبّ اَلْسِّباحة قَبْل اَلْنَّوْم.	-	Tell time
I am free after five o'clock.	أَنا مُتَفَرِّغة بَعْد اَلْسّاعة ٱلْخامِسة.	-	Tell time
I must speak Arabic.	يَجِب أَنْ أَتَكَلَّم اَلْلُّغة ٱلْعَرَبِيّة.	-	Tell time
My wife is free after three o'clock.	زَوْجَتي مُتَفَرِّغة بَعْد اَلْسّاعة ٱلْثّالِثة.	-	Tell time
I do not speak in the morning.	لا أَتَكَلَّم صَباحاً.	-	Tell time
Are you free before the appointment?	هَل أَنْتَ مُتَفَرِّغ قَبْل اَلْمَوْعِد؟	-	Tell time
letter	رِسالة	-	Describe your hobbies
soccer	كُرة اَلْقَدَم	-	Describe your hobbies
movie	فيلْم	-	Describe your hobbies
My wife loves languages.	زَوْجَتي تُحِبّ اَلْلُّغات.	-	Describe your hobbies
Bob likes to read before sleeping.	بوب يُحِبّ اَلْقِراءة قَبْل اَلْنَّوْم.	-	Describe your hobbies
I do not have friends.	لَيْسَ عِنْدي أَصْدِقاء.	-	Describe your hobbies
Do you like to write letters to your relatives?	هَل تُحِبّ كِتابة رَسائِل لِأَقارِبَك؟	-	Describe your hobbies
He likes to sleep but he also likes his lessons.	يُحِبّ اَلْنَّوْم لٰكِنّ يُحِبّ دُروسهُ أَيْضاً.	-	Describe your hobbies
My sister does not like to watch movies with her friends.	أُخْتي لا تُحِبّ مُشاهَدة اَلْأَفْلام مَعَ أَصْدِقائها.	-	Describe your hobbies
Do you want this movie, Sam?	هَل تُريد هٰذا ٱلْفيلْم يا سام؟	-	Describe your hobbies
I must go to my lesson.	يَجِب أَنْ أَذْهَب إِلى دَرْسي.	-	Describe your hobbies
He likes to write letters and I like to read letters, praise be to God!	هُوَّ يُحِبّ كِتابة اَلْرَّسائِل وَأَنا أُحِبّ قِراءة اَلْرَّسائِل اَلْحَمْدُ لِله!	-	Describe your hobbies
Do you like this film, Samia?	هَل تُحِبّين هٰذا ٱلْفيلْم يا سامْية؟	-	Describe your hobbies
I do not like to play.	لا أُحِبّ اَلْلَّعْب.	-	Describe your hobbies
I must talk with my neighbor Mahmoud about this movie.	يَجِب أَنْ أَتَكَلَّم مَعَ جاري مَحْمود عَن هٰذا ٱلْفيلْم.	-	Describe your hobbies
Do you like to go out of the house on the weekend?	هَل تُحِبّين اَلْخُروج مِن اَلْبَيْت في نِهاية اَلْأُسْبوع؟	-	Describe your hobbies
Reem visits Jordan a lot.	ريم تَزور اَلْأُرْدُن كَثيراً.	-	Describe your hobbies
And you, Samia, what do you like?	وَأَنْتِ يا سامْية ماذا تُحِبّين؟	-	Describe your hobbies
Learning languages is very fun.	تَعَلُّم اَلْلُّغات مُمْتِع جِدّاً.	-	Describe your hobbies
I visit my father all the time.	أَزور أَبي كُلّ اَلْوَقْت.	-	Describe your hobbies
I want to travel with my friends.	أُريد اَلْسَّفَر مَعَ أَصْدِقائي.	-	Describe your hobbies
meat	لَحْم	-	Express food preferences
soup	شورْبة	-	Express food preferences
bread	خُبْز	-	Express food preferences
Omar, do you like juice and do you want juice?	يا عُمَر هَل تُحِبّ اَلْعَصير وَهَل تُريد عَصيراً؟	-	Express food preferences
Sam wants tabbouleh.	سام يُريد تَبّولة.	-	Express food preferences
What is this dish?	ما هٰذا ٱلْطَّبَق؟	-	Express food preferences
Rania does not like meat, correct?	رانْيا لا تُحِبّ اَلْلَّحْم صَحيح؟	-	Express food preferences
salad	سَلَطة	-	Express food preferences
He drinks milk in the morning.	يَشْرَب اَلْحَليب صَباحاً.	-	Express food preferences
Yes, he wants good kebab.	نَعَم يُريد كَباباً طَيِّباً.	-	Express food preferences
Do you like appetizers, Bob?	هَل تُحِبّ اَلْمُقَبِّلات يا بوب؟	-	Express food preferences
Bob does not want hummus, correct?	بوب لا يُريد حُمُّصاً صَحيح؟	-	Express food preferences
There is no falafel.	لَيْسَ هُناك فَلافِل.	-	Express food preferences
I do not want soup, thank you.	لا أُريد شورْبة شُكْراً.	-	Express food preferences
This dish is very good.	هٰذا ٱلْطَّبَق طَيِّب جِدّاً.	-	Express food preferences
My daughter likes meat in the evening.	بِنْتي تُحِبّ اَلْلَّحْم مَساءً.	-	Express food preferences
train	قِطار	-	Find a bus station
bus	باص	-	Find a bus station
They always take the train.	يَأْخُذون اَلْقِطار دائِماً.	-	Find a bus station
The train station is very close.	مَحَطّة اَلْقِطار قَريبة جِدّاً.	-	Find a bus station
I leave at three o'clock.	أَنْطَلِق في ٱلْسّاعة ٱلْثّالِثة.	-	Find a bus station
At what time does the train leave?	في أَيّة ساعة يَنْطَلِق اَلْقِطار؟	-	Find a bus station
Which station are we at?	نَحْنُ في أَيّة مَحَطّة؟	-	Find a bus station
They do not know what time I leave at.	لا يَعْرِفون في أَيّة ساعة أَنْطَلِق.	-	Find a bus station
I do not want to go with my grandmother.	لا أُريد اَلْذَّهاب مَعَ جَدَّتي.	-	Find a bus station
Where do you all want to travel to?	إِلى أَيْن تُريدون اَلْسَّفَر؟	-	Find a bus station
Where do you all want to go?	إِلى أَيْن تُريدون اَلْذَّهاب؟	-	Find a bus station
The city is far from the university.	اَلْمَدينة بَعيدة عَن اَلْجامِعة.	-	Find a bus station
Do they know the time?	هَل يَعْرِفون اَلْسّاعة؟	-	Find a bus station
Every day he takes her car.	كُلّ يَوْم يَأْخُذ سَيّارَتها.	-	Find a bus station
Do you all take the car?	هَل تَأْخُذون اَلْسَّيّارة؟	-	Find a bus station
Please Maha, where is the bus?	مِن فَضْلِك يا مَها أَيْن اَلْباص؟	-	Find a bus station
On which day does he like to travel?	في أَيّ يَوْم يُحِبّ اَلْسَّفَر؟	-	Find a bus station
You all want to travel to Paris?	تُريدون اَلْسَّفَر إِلى باريس؟	-	Find a bus station
vegetables	خُضْراوات	-	Talk about a market
fruit	فاكِهة	-	Talk about a market
Lebanese okra is very good.	اَلْبامْيا ٱلْلُّبْنانِيّة طَيِّبة جِدّاً.	-	Talk about a market
You buy this coffee because it is healthy.	تَشْتَرين هٰذِهِ ٱلْقَهْوة لِأَنَّها صِحِّيّة.	-	Talk about a market
I buy everything from the same place.	أَشْتَري كُلّ شَيْء مِن نَفْس اَلْمَكان.	-	Talk about a market
I do not want the same food.	لا أُريد نَفْس اَلْأَكْل.	-	Talk about a market
Why do I not buy a little coffee?	لِماذا لا أَشْتَري اَلْقَليل مِن اَلْقَهْوة؟	-	Talk about a market
George always buys the same thing.	جورْج يَشْتَري نَفْس اَلْشَّيْء دائِماً.	-	Talk about a market
Because she always buys the same thing.	لِأَنَّها تَشْتَري نَفْس اَلْشَّيْء دائِماً.	-	Talk about a market
I want a little cake.	أُريد اَلْقَليل مِن اَلْكَعْك.	-	Talk about a market
I do not usually like cake.	عادةً لا أُحِبّ اَلْكَعْك.	-	Talk about a market
What do you buy, Omar?	ماذا تَشْتَري يا عُمَر؟	-	Talk about a market
Where is the fresh zucchini?	أَيْن اَلْكوسا ٱلْطّازِجة؟	-	Talk about a market
I do not go to the market a lot.	لا أَذْهَب إِلى ٱلْسّوق كَثيراً.	-	Talk about a market
I do not usually go to the market.	لا أَذْهَب إِلى ٱلْسّوق عادةً.	-	Talk about a market
Because she does not like the market.	لِأَنَّها لا تُحِبّ اَلْسّوق.	-	Talk about a market
Does he have fresh milk?	هَل عِنْدهُ حَليب طازِج؟	-	Talk about a market
Why do I not like carrots?	لِماذا لا أُحِبّ اَلْجَزَر؟	-	Talk about a market
Because the restaurant is expensive.	لِأَنَّ ٱلْمَطْعَم غالي.	-	Talk about a market
Lama wants coffee because she is tired.	لَمى تُريد قَهْوة لِأَنَّها تَعْبانة.	-	Talk about a market
You are healthy because you like vegetables, Maha.	أَنْتِ صِحِّيّة لِأَنِّك تُحِبّين اَلْخُضْراوات يا مَها.	-	Talk about a market
Why does he buy old fruit?	لِماذا يَشْتَري فاكِهة قَديمة؟	-	Talk about a market
Will you go to the university soon?	هَل سَتَذْهَب إِلى ٱلْجامِعة قَريباً؟	-	Talk on the phone
Lama is not here.	لَمى لَيْسَت مَوْجودة.	-	Talk on the phone
We return in the evening.	نَعود في ٱلْمَساء.	-	Talk on the phone
Is he there this week?	هَل هُوَّ مَوْجود هٰذا ٱلْأُسْبوع؟	-	Talk on the phone
Can you call next week, Mohamed?	هَل مِن اَلْمُمْكِن أَنْ تَتَّصِل اَلْأُسْبوع اَلْمُقْبِل يا مُحَمَّد؟	-	Talk on the phone
I will call next week.	سَأَتَّصِل اَلْأُسْبوع اَلْمُقْبِل.	-	Talk on the phone
Do you speak on the phone a lot?	هَل تَتَكَلَّم بِٱلْهاتِف كَثيراً؟	-	Talk on the phone
We will go to the market soon.	سَنَذْهَب إِلى ٱلْسّوق قَريباً.	-	Talk on the phone
She is not here. Can you call later?	هِيَّ لَيْسَت مَوْجودة. هَل مِن اَلْمُمْكِن أَنْ تَتَّصِل لاحِقاً؟	-	Talk on the phone
One moment... no, she is not here.	لَحْظة... لا، هِيَّ لَيْسَت مَوْجودة.	-	Talk on the phone
Can I speak with him?	هَل مِن اَلْمُمْكِن أَنْ أَتَكَلَّم مَعَهُ؟	-	Talk on the phone
You must not speak on the phone in class, Mohamed.	لا يَجِب أَنْ تَتَكَلَّم بِٱلْهاتِف في ٱلْصَّفّ يا مُحَمَّد.	-	Talk on the phone
Will you all speak on the phone today?	هَل سَتَتَكَلَّمون بِٱلْهاتِف اَلْيَوْم؟	-	Talk on the phone
Bob, why must you speak with me now?	يا بوب لِماذا يَجِب أَنْ تَتَكَلَّم مَعي ٱلْآن؟	-	Talk on the phone
Is Bashir there?	هَل بَشير مَوْجود؟	-	Talk on the phone
They usually return in the afternoon.	يَعودون بَعْد اَلْظُّهْر عادةً.	-	Talk on the phone
Wrong number.	اَلْرَّقَم غَلَط.	-	Talk on the phone
I must speak with you.	يَجِب أَنْ أَتَكَلَّم مَعَك.	-	Talk on the phone
My  cousin is divorced.	اِبْن عَمّي مُطَلَّق.	-	Describe personalities
My hair is like my mother's hair.	شَعْري مِثْل شَعْر أُمّي.	-	Describe personalities
My cousin is a soldier.	اِبْن عَمّي جُنْدِيّ.	-	Describe personalities
Bob's brother does not hate you at all.	أَخو بوب لا يَكْرَهَك أَبَداً.	-	Describe personalities
My cousin's name is Sam.	اِبْن عَمّي اِسْمهُ سام.	-	Describe personalities
I am a homemaker and my work is difficult like the work of a soldier.	أَنا رَبّة بَيْت وَعَمَلي صَعْب مِثْل عَمَل اَلْجُنْدِيّ.	-	Describe personalities
Rania, her cousin, is Mahmoud's sister.	رانْيا بِنْت عَمّها هِيَّ أُخْت مَحْمود.	-	Describe personalities
Your cousin is amazing.	بِنْت عَمَّك مُمْتازة.	-	Describe personalities
The paternal uncle is the father's brother.	اَلْعَمّ هُوَّ أَخو ٱلْأَب.	-	Describe personalities
Why do you not like traveling at all?	لِماذا لا تُحِبّ اَلْسَّفَر أَبَداً؟	-	Describe personalities
I do not hate you.	لا أَكْرَهَك.	-	Describe personalities
"Her maternal aunt" means "her mother's sister".	خالَتها يَعْني أُخْت أُمّها.	-	Describe personalities
Who is ugly in your family?	مَن قَبيح في عائِلَتَك؟	-	Describe personalities
My paternal uncle is ugly.	عَمّي قَبيح.	-	Describe personalities
Is his paternal uncle married?	هَل عَمّهُ مُتَزَوِّج؟	-	Describe personalities
No one is ugly.	لا أَحَد قَبيح.	-	Describe personalities
hotel	فُنْدُق	-	Check into a hotel
mouse	فَأْر	-	Check into a hotel
swimming pool	مَسْبَح	-	Check into a hotel
Do they have a reservation?	هَل عِنْدهُم حَجْز؟	-	Check into a hotel
We will return in a year.	سَنَعود بَعْد سَنة.	-	Check into a hotel
I sleep well here.	أَنام جَيِّداً هُنا.	-	Check into a hotel
Is the swimming pool on the first floor?	هَل اَلْمَسْبَح في ٱلْطّابِق اَلْأَوَّل؟	-	Check into a hotel
Everything in this hotel is very clean.	كُلّ شَيْء في هٰذا ٱلْفُنْدُق نَظيف جِدّاً.	-	Check into a hotel
No, in this hotel there is no mouse.	لا، في هٰذا ٱلْفُنْدُق لَيْسَ هُناك فَأْر.	-	Check into a hotel
This is their hotel.	هٰذا هُوَّ فُنْدُقهُم.	-	Check into a hotel
Where are the sheets?	أَيْن اَلْمُلاءات؟	-	Check into a hotel
Their hotel is amazing but very expensive.	فُنْدُقهُم مُمْتاز لٰكِنّ غالي جِدّاً.	-	Check into a hotel
Do they sleep here?	هَل يَنامون هُنا؟	-	Check into a hotel
Is there a balcony in your room?	هَل هُناك شُرْفة في غُرْفَتكُم؟	-	Check into a hotel
You only want sheets?	تُريدون مُلاءات فَقَط؟	-	Check into a hotel
foot	رِجْل	-	Describe symptoms
hand	يَد	-	Describe symptoms
How do you all feel today?	كَيْف تَشْعُرون اَلْيَوْم؟	-	Describe symptoms
My eye is warm.	عَيْني ساخِنة.	-	Describe symptoms
mouth	فَم	-	Describe symptoms
Do you all prefer to rest?	هَل تُفَضِّلون أَنْ تَرْتاحوا؟	-	Describe symptoms
There is no problem, we like to sleep.	لَيْسَ هُناك مُشْكِلة، نُحِبّ أَنْ نَنام.	-	Describe symptoms
Do they prefer to rest now?	هَل يُفَضِّلون أَنْ يَرْتاحوا ٱلْآن؟	-	Describe symptoms
Do you want to go to the doctor?	هَل تُريد أَنْ تَذْهَب إِلى ٱلْطَّبيب؟	-	Describe symptoms
Who does not want a break?	مَن لا يُريد اِسْتِراحة؟	-	Describe symptoms
Do you want to take a break?	هَل تُريد أَنْ تَأْخُذ اِسْتِراحة؟	-	Describe symptoms
Do you feel pain in your mouth?	هَل تَشْعُرين بِأَلَم في ٱلْفَم؟	-	Describe symptoms
I want to take a break.	أُريد أَنْ آخُذ اِسْتِراحة.	-	Describe symptoms
Do you like to rest, Rania?	هَل تُحِبّين أَنْ تَرْتاحي يا رانْيا؟	-	Describe symptoms
Do they want to rest?	هَل يُريدون أَنْ يَرْتاحوا؟	-	Describe symptoms
They do not like to rest.	لا يُحِبّون أَنْ يَرْتاحوا.	-	Describe symptoms
She has had a fever since yesterday.	عِنْدها حَرارة مُنْذُ أَمْس.	-	Describe symptoms
Is the pain strong?	هَل اَلْأَلَم قَوِيّ؟	-	Describe symptoms
Does your hand hurt?	هل يدك تؤلمك؟	-	Describe symptoms
We must take a break.	يَجِب أَنْ نَأْخُذ اِسْتِراحة.	-	Describe symptoms
soap	صابون	-	Buy food
Give me some okra, Samia.	أَعْطيني بامْيا يا سامْية.	-	Buy food
Give me the meat, guys!	أَعْطوني ٱلْلَّحْم يا شَباب!	-	Buy food
Where is the toothpaste?	أَيْن مَعْجون اَلْأَسْنان؟	-	Buy food
Where is the smell of soap coming from?	مِن أَيْن تَجيء رائِحة اَلْصّابون؟	-	Buy food
This vendor always gives me a good price.	هٰذا ٱلْبائِع دائِماً يُعْطيني سِعْراً جَيِّداً.	-	Buy food
I do not like the smell of this vendor's soap.	لا أُحِبّ رائِحة صابون هٰذا ٱلْبائِع.	-	Buy food
They want one toothbrush.	يُريدون فُرْشاة أَسْنان واحِدة.	-	Buy food
Give me fresh toothpaste this time.	أَعْطيني مَعْجون أَسْنان طازِجاً هٰذِهِ ٱلْمَرّة.	-	Buy food
We will return in only an hour.	سَنَعود بَعْد ساعة واحِدة فَقَط.	-	Buy food
Give me the same thing again, Rania.	أَعْطيني نَفْس اَلْشَّيْء مَرّة أُخْرى يا رانْيا.	-	Buy food
I want a toothbrush.	أُريد فُرْشاة أَسْنان.	-	Buy food
This is a good price!	هٰذا سِعْر جَيِّد!	-	Buy food
Do you give the cash now, Judy?	هَل تُعْطين اَلْنُّقود اَلْآن يا جودي؟	-	Buy food
Do you all have 10 dinar, guys?	هَل عِنْدكُم ١٠ دَنانير يا شَباب؟	-	Buy food
Here you go, Rania!	تَفَضَّلي يا رانْيا!	-	Buy food
