English	Foreign	Transliteration	Context
Are your parents coming to Kyoto?	ごりょうしんは京都に来ますか。		discuss a family visit
I'm going to ride the bullet train with my parents.	りょうしんとしんかんせんにのります。		discuss a family visit
parents	りょうしん		discuss a family visit
Yes, they're coming to Nagoya on Saturday.	はい、土曜日になごやに来ます。		discuss a family visit
Are your parents coming to Nagoya on Saturday?	ごりょうしんは土曜日になごやに来ますか。		discuss a family visit
Monday	月曜日		discuss a family visit
This seat is convenient, isn't it?	このせきはべんりですね。		discuss a family visit
This trip will be short.	このりょこうはみじかいです。		discuss a family visit
Are your parents coming to Japan?	ごりょうしんは日本に来ますか。		discuss a family visit
Where is my seat?	私のせきはどこですか。		discuss a family visit
cookie	クッキー		order pastries
Do you like iced coffee?	アイスコーヒーはすきですか。		order pastries
One cupcake, please.	カップケーキを一つください。		order pastries
green	みどり		order pastries
Four matcha donuts, please.	まっちゃのドーナツを四つください。		order pastries
That pastry shop over there is famous.	あのおかしやはゆうめいです。		order pastries
Which cake should we buy?	どのケーキを買いましょうか。		order pastries
Where is the new pastry shop?	新しいおかしやはどこですか。		order pastries
Should we buy that strawberry pie over there?	あのいちごのパイを買いましょうか。		order pastries
How about that pie over there?	あのパイはどうですか。		order pastries
Four donuts, please!	ドーナツを四つください！		order pastries
Oh, we should buy donuts too!	あ、ドーナツも買いましょう！		order pastries
Where should we go?	どこに行きましょうか。		order pastries
One black tea, please.	こうちゃを一つください。		order pastries
I love cheesecake.	チーズケーキがだいすきです。		order pastries
How much is that green cake over there?	あのみどりのケーキはいくらですか。		order pastries
Four cookies, please.	クッキーを四つください。		order pastries
Should we go to a restaurant?	レストランに行きましょうか。		order pastries
What should we buy?	何を買いましょうか。		order pastries
sweet stuff	あまいもの		order pastries
vegetable	やさい		use negative verbs
What should we make on Thursday?	木曜日に何をつくりましょうか。		use negative verbs
pork	ぶたにく		use negative verbs
I don't eat tofu.	とうふは食べません。		use negative verbs
salt	しお		use negative verbs
How much are the pork cutlets?	とんかつはいくらですか。		use negative verbs
I'm sorry, I don't have any cola.	すみません、コーラはありません。		use negative verbs
No, I don't drink beer.	いいえ、ビールは飲みません。		use negative verbs
We should buy more vegetables!	もっとやさいを買いましょう！		use negative verbs
We should buy more black tea.	もっとこうちゃを買いましょう。		use negative verbs
fish	魚		use negative verbs
cola	コーラ		use negative verbs
We should make more sauce!	もっとソースをつくりましょう！		use negative verbs
The pork cutlet is salty, isn't it?	とんかつはしょっぱいですね。		use negative verbs
I don't drink cola.	コーラは飲みません。		use negative verbs
On Thursday, are you free?	木曜日はひまですか。		use negative verbs
What should we make this evening?	こんばん何をつくりましょうか。		use negative verbs
We should use this sauce.	このソースをつかいましょう。		use negative verbs
expensive fish	高い魚		use negative verbs
This is really salty, isn't it?	これはほんとうにしょっぱいですね。		use negative verbs
We should drink coffee together.	いっしょにコーヒーを飲みましょう。		use negative verbs
We should use more salt.	もっとしおをつかいましょう。		use negative verbs
Thursday	木曜日		use negative verbs
I don't have any salt.	しおはありません。		use negative verbs
I don't have eggs.	卵はありません。		use negative verbs
Do you have a lot of projects?	プロジェクトはたくさんありますか。		discuss classes
Tomorrow, I'm going to wake up early.	あしたははやくおきます。		discuss classes
an interesting class	おもしろいじゅぎょう		discuss classes
Professor Yamada is very funny.	山田せんせいはとてもおもしろいです。		discuss classes
What day is Japanese class?	日本ごのじゅぎょうは何曜日ですか。		discuss classes
How is the Spanish class?	スペインごのじゅぎょうはどうですか。		discuss classes
We should ask Professor Yamada.	山田せんせいにききましょう。		discuss classes
On Monday, I'm going to wake up early.	月曜日ははやくおきます。		discuss classes
Should we ask Professor Smith?	スミスせんせいにききましょうか。		discuss classes
We should ask Professor Smith.	スミスせんせいにききましょう。		discuss classes
Is Professor Smith's class interesting?	スミスせんせいのじゅぎょうはおもしろいですか。		discuss classes
I have five tests next week.	らいしゅうテストがいつつあります。		discuss classes
It's Wednesday.	水曜日です。		discuss classes
Do you have any questions?	しつもんはありますか。		discuss classes
On Monday, I have six classes.	月曜日はじゅぎょうがむっつあります。		discuss classes
manager	マネージャー		talk about jobs
I use a GPS.	ナビをつかいます。		talk about jobs
player	せんしゅ		talk about jobs
an expensive dictionary	高いじしょ		talk about jobs
team	チーム		talk about jobs
library	としょかん		talk about jobs
I wash the taxi every week.	まいしゅうタクシーをあらいます。		talk about jobs
My older sister is also a translator!	あねもほんやくかです！		talk about jobs
What kind of photos do you take?	どんなしゃしんをとりますか。		talk about jobs
Translators often use dictionaries.	ほんやくかはよくじしょをつかいます。		talk about jobs
I'm going to the gym with a friend.	ともだちとジムに行きます。		talk about jobs
Do you also translate video games?	ゲームもほんやくしますか。		talk about jobs
a cheap camera	やすいカメラ		talk about jobs
I often work at home.	よくうちでしごとします。		talk about jobs
I drive a bus.	バスをうんてんします。		talk about jobs
I often use a dictionary.	よくじしょをつかいます。		talk about jobs
a fun event	たのしいイベント		talk about jobs
a fun attraction	たのしいアトラクション		get around a theme park
museum	はくぶつかん		get around a theme park
a scary face	こわいかお		get around a theme park
I love vanilla!	バニラがだいすきです！		get around a theme park
Should we see the mascot show?	キャラクターのショーを見ましょうか。		get around a theme park
The large is a bit small.	Lサイズはすこし小さいです。		get around a theme park
Should we go at three p.m.?	ごご三時に行きましょうか。		get around a theme park
We should ride that rollercoaster over there!	あのジェットコースターにのりましょう！		get around a theme park
I'm going to buy the vanilla ice cream.	バニラのアイスクリームを買います。		get around a theme park
A ticket for adults, please.	おとなのチケットをください。		get around a theme park
My favorite flavor is mint chocolate chip!	すきなあじはチョコミントです！		get around a theme park
How about the theme park?	ゆうえんちはどうですか。		get around a theme park
A large, please.	Lサイズをください。		get around a theme park
I like tall rollercoasters.	高いジェットコースターがすきです。		get around a theme park
We should go out this week.	こんしゅうでかけましょう。		get around a theme park
Do you like mint chocolate chip?	チョコミントはすきですか。		get around a theme park
I don't really like mint chocolate chip...	チョコミントはちょっと...		get around a theme park
a scary rollercoaster	こわいジェットコースター		get around a theme park
What's your favorite snack?	すきなおかしは何ですか。		get around a theme park
We should go out tonight!	こんばんでかけましょう！		get around a theme park
a famous actor	ゆうめいなはいゆう		discuss media
Where is the fantasy section?	ファンタジーのコーナーはどこですか。		discuss media
That card game is very difficult.	そのカードゲームはとてもむずかしいです。		discuss media
Should we go to that bookstore over there?	あの本やに行きましょうか。		discuss media
I don't really read books.	本はあまり読みません。		discuss media
I listen to pop every morning.	まいあさポップスをききます。		discuss media
a difficult game	むずかしいゲーム		discuss media
That documentary is very interesting.	そのドキュメンタリーはとてもおもしろいです。		discuss media
I don't play action games.	アクションゲームはしません。		discuss media
How is the story?	話はどうですか。		discuss media
a famous band	ゆうめいなバンド		discuss media
The manga section is over there.	まんがのコーナーはあそこです。		discuss media
bookstore	本や		discuss media
I like fiction.	フィクションがすきです。		discuss media
I listen to pop.	ポップスをききます。		discuss media
They have a sale.	セールがあります。		discuss media
How much are the posters?	ポスターはいくらですか。		discuss media
This game is difficult.	このゲームはむずかしいです。		discuss media
We should play a card game.	カードゲームをしましょう。		discuss media
fiction	フィクション		discuss media
I'm going to buy that band's album.	そのバンドのアルバムを買います。		discuss media
I love role-playing games!	RPGがだいすきです！		discuss media
When is the manga sale?	まんがのセールはいつですか。		discuss media
How much is that CD?	そのCDはいくらですか。		discuss media
computer	パソコン		communicate at work
From what time is the lunch break?	ひる休みは何時からですか。		communicate at work
What floor is the cafeteria on?	しょくどうは何階ですか。		communicate at work
We should rest a bit after this.	このあとすこし休みましょう。		communicate at work
The front desk is over there.	うけつけはあそこです。		communicate at work
We should sing K-pop at karaoke!	カラオケでKポップをうたいましょう！		communicate at work
The meeting is on the first floor.	ミーティングは一階です。		communicate at work
We should meet on the second floor.	二階で会いましょう。		communicate at work
From what time is tomorrow's meeting?	あしたのミーティングは何時からですか。		communicate at work
What floor is the front desk on?	うけつけは何階ですか。		communicate at work
an interesting presentation	おもしろいプレゼン		communicate at work
Is the cafeteria on the second floor?	しょくどうは二階ですか。		communicate at work
From what time is the meeting?	ミーティングは何時からですか。		communicate at work
What floor is the meeting on?	ミーティングは何階ですか。		communicate at work
We should go to a restaurant after this.	このあとレストランに行きましょう。		communicate at work
The afternoon meeting is until five o'clock.	ごごのミーティングは五時までです。		communicate at work
an old printer	古いプリンター		communicate at work
Today's job training is until three o'clock.	きょうのトレーニングは三時までです。		communicate at work
today's meeting	きょうのミーティング		communicate at work
Are you going to the afternoon meeting?	ごごのミーティングに行きますか。		communicate at work
How about fried rice?	チャーハンはどうですか。		communicate at work
an old piano	古いピアノ		talk about hobbies
What is this hiragana?	このひらがなは何ですか。		talk about hobbies
I'm going to buy a new instrument next week.	らいしゅう新しいがっきを買います。		talk about hobbies
When is the next game?	つぎのしあいはいつですか。		talk about hobbies
I'm going to make a fashion video.	ファッションのどうがを作ります。		talk about hobbies
I'm going to make a gardening blog.	ガーデニングのブログを作ります。		talk about hobbies
a difficult kanji	むずかしいかんじ		talk about hobbies
ballet	バレエ		talk about hobbies
badminton	バドミントン		talk about hobbies
an interesting blog	おもしろいブログ		talk about hobbies
I love fashion!	ファッションがだいすきです！		talk about hobbies
We should study hiragana.	ひらがなをべんきょうしましょう。		talk about hobbies
Tonight, I'm going to write a new post.	こんやは新しいきじを書きます。		talk about hobbies
I study with my younger sister every day.	まいにちいもうととべんきょうします。		talk about hobbies
I play piano every day.	まいにちピアノをひきます。		talk about hobbies
food	食べ物		discuss seasonal events
dance	ダンス		discuss seasonal events
party	パーティー		discuss seasonal events
I want chocolate covered bananas.	チョコバナナがほしいです。		discuss seasonal events
Chocolate covered bananas are three hundred yen.	チョコバナナは三百えんです。		discuss seasonal events
There's a fireworks display in August.	八月にはなびたいかいがあります。		discuss seasonal events
There's a fireworks display this weekend.	こんしゅうまつはなびたいかいがあります。		discuss seasonal events
A chocolate covered banana, please!	チョコバナナをください！		discuss seasonal events
There's a party in Shibuya on the thirty-first.	三十一日にしぶやでパーティーがあります。		discuss seasonal events
There's a lights display in Tokyo in December.	十二月に東京でイルミネーションがあります。		discuss seasonal events
It's a famous fireworks display.	ゆうめいなはなびたいかいです。		discuss seasonal events
There's a lot of food.	食べ物がたくさんあります。		discuss seasonal events
When does the lights display start?	イルミネーションはいつはじまりますか。		discuss seasonal events
From what time is the festival?	おまつりは何時からですか。		discuss seasonal events
There's a Halloween event in Shibuya on October thirty-first.	十月三十一日にしぶやでハロウィンのイベントがあります。		discuss seasonal events
Would you like to hang out together tomorrow?	あしたいっしょにあそびませんか。		discuss seasonal events
There's a Halloween party in Tokyo in October.	十月に東京でハロウィンのパーティーがあります。		discuss seasonal events
There's a concert in Yokohama on October thirty-first.	十月三十一日によこはまでコンサートがあります。		discuss seasonal events
Would you like to go to a party on Christmas?	クリスマスにパーティーに行きませんか。		discuss seasonal events
There's an event at the community center this weekend.	こんしゅうまつコミュニティーセンターでイベントがあります。		discuss seasonal events
There's a ballet performance this weekend.	こんしゅうまつバレエのパフォーマンスがあります。		discuss seasonal events
There are a lot of parties in October.	十月にパーティーがたくさんあります。		discuss seasonal events
What kind of contest is it?	どんなコンテストですか。		discuss seasonal events
There's an event this evening.	こんばんイベントがあります。		discuss seasonal events
Would you like to go to the countdown event?	カウントダウンのイベントに行きませんか。		discuss seasonal events
There's a taiko drum contest at the nearby park.	ちかくのこうえんでたいこのコンテストがあります。		discuss seasonal events
It's a dance contest.	ダンスのコンテストです。		discuss seasonal events
There's a party in Shibuya in December.	十二月にしぶやでパーティーがあります。		discuss seasonal events
Where is the dance contest?	ダンスのコンテストはどこですか。		discuss seasonal events
There's a lovely lights display in Yokohama.	よこはまですてきなイルミネーションがあります。		discuss seasonal events
Where will the parade start?	パレードはどこではじまりますか。		discuss seasonal events
From what time is the party?	パーティーは何時からですか。		discuss seasonal events
What time does the contest start?	コンテストは何時にはじまりますか。		discuss seasonal events
movie theater	えいがかん		talk about date plans
watch	うでどけい		talk about date plans
steak	ステーキ		talk about date plans
I'm going to sing a birthday song.	たんじょうびのうたをうたいます。		talk about date plans
My girlfriend is a lively person.	かのじょはげんきな人です。		talk about date plans
A pretty dress is also nice, isn't it?	きれいなドレスもいいですね。		talk about date plans
My girlfriend is a nice person.	かのじょはやさしい人です。		talk about date plans
suit	スーツ		talk about date plans
I'm going to buy a blue bag.	あおいかばんを買います。		talk about date plans
Do you want pretty shoes?	きれいなくつがほしいですか。		talk about date plans
How about a white coat and a blue dress?	しろいコートとあおいドレスはどうですか。		talk about date plans
wine	ワイン		talk about date plans
How about this white coat?	このしろいコートはどうですか。		talk about date plans
Are you going to reserve seats?	せきをよやくしますか。		talk about date plans
How about this pretty jacket?	このきれいなジャケットはどうですか。		talk about date plans
How about a blue necktie?	あおいネクタイはどうですか。		talk about date plans
I'm going to reserve tickets today.	きょうチケットをよやくします。		talk about date plans
My boyfriend is a very lively person.	かれしはとてもげんきな人です。		talk about date plans
That blue skirt over there is cute, isn't it?	あのあおいスカートはかわいいですね。		talk about date plans
The blue bag is very nice, isn't it?	あおいかばんはとてもいいですね。		talk about date plans
How about a white blouse?	しろいブラウスはどうですか。		talk about date plans
When is your boyfriend's birthday?	かれしのたんじょうびはいつですか。		talk about date plans
When will you reserve tickets?	いつチケットをよやくしますか。		talk about date plans
tasty hot dogs	おいしいホットドッグ		talk about date plans
Is your boyfriend a nice person?	かれしはやさしい人ですか。		talk about date plans
What kind of watch does your girlfriend like?	かのじょはどんなうでどけいがすきですか。		talk about date plans
How about this green watch?	このみどりのうでどけいはどうですか？		talk about date plans
We're going to eat big hot dogs.	大きいホットドッグを食べます。		talk about date plans
How about this stylish suit?	このおしゃれなスーツはどうですか。		talk about date plans
Who are you going on a date with?	だれとデートに行きますか？		talk about date plans
a lovely birthday song	すてきなたんじょうびのうた		talk about date plans
Hana, is your boyfriend a nice person?	はなさん、かれしはやさしい人ですか。		talk about date plans
I am going on a date with Daniel.	ダニエルさんとデートに行きます。		talk about date plans
I'll reserve tickets now!	いまチケットをよやくします！		talk about date plans
Daniel is a very lively person.	ダニエルさんはとてもげんきな人です。		talk about date plans
I'm going to reserve good seats.	いいせきをよやくします。		talk about date plans
Is your girlfriend a famous person?	かのじょはゆうめいな人ですか。		talk about date plans
Are you going to eat hot dogs, too?	ホットドッグも食べますか。		talk about date plans
What kind of suit is it?	どんなスーツですか。		talk about date plans
We'll probably eat hot dogs.	たぶんホットドッグを食べます。		talk about date plans
What kind of person is your boyfriend?	かれしはどんな人ですか。		talk about date plans
I'm going to buy my girlfriend's present.	かのじょのプレゼントを買います。		talk about date plans
We're going on a date on my boyfriend's birthday.	かれしのたんじょうびにデートに行きます。		talk about date plans
drink	飲み物		take public transport
orange	オレンジ		take public transport
Should we call a taxi at the south exit?	みなみぐちでタクシーをよびましょうか。		take public transport
Should we drink coffee there?	そこでコーヒーを飲みましょうか。		take public transport
Are we getting on the red bus over there?	あそこであかいバスにのりますか。		take public transport
Should we call a taxi at this station?	このえきでタクシーをよびましょうか。		take public transport
We should wait for a taxi there.	そこでタクシーをまちましょう。		take public transport
Should we get on the bus over there?	あそこでバスにのりましょうか。		take public transport
Where should we get off?	どこでおりましょうか。		take public transport
Should we rest a bit there?	そこですこし休みましょうか。		take public transport
Where should we get on the rapid-service train?	どこでかいそくでんしゃにのりましょうか。		take public transport
We should call a taxi over there.	あそこでタクシーをよびましょう。		take public transport
Should we relax at the cafe?	カフェでゆっくりしましょうか。		take public transport
We should get on the rapid-service train.	かいそくでんしゃにのりましょう。		take public transport
Where should we get off the monorail?	どこでモノレールをおりましょうか。		take public transport
Where should we get on the next train?	どこでつぎのでんしゃにのりましょうか。		take public transport
Where should we get on the bullet train?	どこでしんかんせんにのりましょうか。		take public transport
Would you like to buy some drinks there?	そこで飲み物を買いませんか。		take public transport
Is it three thousand eight hundred yen?	三千八百えんですか。		take public transport
It's the orange train.	オレンジのでんしゃです。		take public transport
Should we wait at the information desk?	インフォメーションでまちましょうか。		take public transport
We should wait at platform number one.	一ばんホームでまちましょう。		take public transport
The tour is three thousand eight hundred yen.	ツアーは三千八百えんです。		take public transport
Which station do we get off at?	どのえきでおりますか。		take public transport
Where does the orange train go?	オレンジのでんしゃはどこに行きますか。		take public transport
eight hundred yen	八百えん		take public transport
Is it a rapid-service train?	かいそくでんしゃですか。		take public transport
Do we pay at the ticket area?	きっぷうりばではらいますか。		take public transport
The monorail is convenient, isn't it?	モノレールはべんりですね。		take public transport
Where is the south exit?	みなみぐちはどこですか。		take public transport
The orange monorail is coming soon.	オレンジのモノレールはもうすぐ来ます。		take public transport
Is platform number three close?	三ばんホームはちかいですか。		take public transport
We should relax over there.	あそこでゆっくりしましょう。		take public transport
ticket area	きっぷうりば		take public transport
It's one thousand eight hundred yen.	千八百えんです。		take public transport
We should go to platform number three.	三ばんホームに行きましょう。		take public transport
The ticket is three hundred yen.	きっぷは三百えんです。		take public transport
platform number three	三ばんホーム		take public transport
The monorail ticket is three hundred twenty yen.	モノレールのきっぷは三百二十えんです。		take public transport
We should go to the ticket area!	きっぷうりばに行きましょう！		take public transport
the north exit	きたぐち		take public transport
Is this ticket three hundred yen?	このきっぷは三百えんですか。		take public transport
Germany	ドイツ		discuss college life
Do you know Tagalog?	タガログごができますか。		discuss college life
Are you also Hana's roommate, Kai?	かいさんもはなさんのルームメイトですか。		discuss college life
Are you also a freshman, Sam?	サムさんも一年生ですか。		discuss college life
I live in a dorm with a roommate.	ルームメイトとりょうにすんでいます。		discuss college life
Andrew, would you like to join the tennis club?	アンドリューさん、テニスサークルにはいりませんか。		discuss college life
Is Tagalog a Filipino language?	タガログごはフィリピンのげんごですか。		discuss college life
Are you a freshman, Kai?	かいさんは一年生ですか。		discuss college life
I'm also a freshman.	私も一年生です。		discuss college life
How about the volunteer club?	ボランティアサークルはどうですか。		discuss college life
What kind of club is the volunteer club?	ボランティアサークルはどんなサークルですか。		discuss college life
What school year are you, Sam?	サムさんは何年生ですか。		discuss college life
Do you speak Tagalog with your parents, Hana?	はなさんはごりょうしんとタガログごを話しますか。		discuss college life
Excuse me, are you a freshman, Daniel?	すみません、ダニエルさんは一年生ですか。		discuss college life
Is your major business, Erika?	エリカさんのせんこうはビジネスですか。		discuss college life
My majors are business and Chinese.	せんこうはビジネスとちゅうごくごです。		discuss college life
I live in a university dorm.	だいがくのりょうにすんでいます。		discuss college life
Are you still a junior, Hana?	はなさんはまだ三年生ですか。		discuss college life
Are you a junior, Naomi?	なおみさんは三年生ですか。		discuss college life
Do you have a Japanese roommate, Daniel?	ダニエルさんはにほんじんのルームメイトがいますか。		discuss college life
Business classes are always interesting.	ビジネスのじゅぎょうはいつもおもしろいです。		discuss college life
My major is math.	せんこうはすうがくです。		discuss college life
What school year are you, Kai?	かいさんは何年生ですか。		discuss college life
I'm a freshman. And you, Ken?	私は一年生です。けんさんは？		discuss college life
brown	ちゃいろ		count animals
nose	はな		count animals
animal	どうぶつ		count animals
room	へや		count animals
Would you like to see that chameleon over there?	あのカメレオンを見ませんか。		count animals
How many dogs are there?	いぬはなんびきいますか。		count animals
How many animals are there?	どうぶつはなんびきいますか。		count animals
Would you like to eat tomato salad?	トマトサラダを食べませんか。		count animals
There's one funny hamster.	おもしろいハムスターがいっぴきいます。		count animals
eye	め		count animals
Should we play with the hamsters?	ハムスターとあそびましょうか。		count animals
There are four chameleons in the cafe.	カフェにカメレオンがよんひきいます。		count animals
It's a colorful chameleon, isn't it?	カラフルなカメレオンですね。		count animals
There's one white cat.	しろいねこがいっぴきいます。		count animals
There are two noisy dogs.	うるさいいぬがにひきいます。		count animals
mouth	口		count animals
Should we play with dogs in that room over there?	あのへやでいぬとあそびましょうか。		count animals
There are four hamsters in this cafe.	このカフェにハムスターがよんひきいます。		count animals
There are four big cats in that room.	そのへやに大きいねこがよんひきいます。		count animals
tomato	トマト		count animals
The hamster's nose is very cute, isn't it?	ハムスターのはなはとてもかわいいですね。		count animals
We should play with this big dog.	この大きいいぬとあそびましょう。		count animals
There are three hamsters in the corner of the room.	へやのすみにハムスターがさんびきいます。		count animals
This colorful cake is tasty.	このカラフルなケーキはおいしいです。		count animals
There are three hamsters in this animal cafe.	このどうぶつカフェにハムスターがさんびきいます。		count animals
That dog's nose is pretty, isn't it?	そのいぬのはなはきれいですね。		count animals
This dog's mouth is scary, isn't it?	このいぬの口はこわいですね。		count animals
We should play with the hamsters over there.	あそこでハムスターとあそびましょう。		count animals
There are three black cats in this room.	このへやにくろいねこがさんびきいます。		count animals
The cat cafe's cappuccino is cute.	ねこカフェのカプチーノはかわいいです。		count animals
Is a chameleon a colorful animal?	カメレオンはカラフルなどうぶつですか。		count animals
That cat's mouth is cute, isn't it?	そのねこの口はかわいいですね。		count animals
Cats' noses are cute.	ねこのはなはかわいいです。		count animals
There are three brown cats in this cafe.	このカフェにちゃいろのねこがさんびきいます。		count animals
The chameleon's nose is interesting, isn't it?	カメレオンのはなはおもしろいですね。		count animals
There's a dog in that colorful room over there.	あのカラフルなへやにいぬがいます。		count animals
There are two nice cats.	やさしいねこがにひきいます。		count animals
The hamster's mouth is small.	ハムスターの口は小さいです。		count animals
We should drink some warm cappuccino at the cat cafe!	ねこカフェであたたかいカプチーノを飲みましょう！		count animals
This animal cafe's cappuccino is tasty.	このどうぶつカフェのカプチーノはおいしいです。		count animals
This hamster's mouth is cute, isn't it?	このハムスターの口はかわいいですね。		count animals
backpack	バックパック		discuss outdoor activities
pepper	こしょう		discuss outdoor activities
beef	ぎゅうにく		discuss outdoor activities
Andrew, is July first good?	アンドリューさん、七月一日がいいですか。		discuss outdoor activities
Do you also like seafood, Daniel?	ダニエルさんもシーフードがすきですか。		discuss outdoor activities
How about a cool place?	すずしいところはどうですか。		discuss outdoor activities
Fall is cool.	あきはすずしいです。		discuss outdoor activities
Next week will probably be rainy.	らいしゅうはたぶん雨です。		discuss outdoor activities
Hokkaido's seafood is very tasty.	ほっかいどうのシーフードはとてもおいしいです。		discuss outdoor activities
Would you like to grill fish?	魚をやきませんか。		discuss outdoor activities
Should we have a barbecue?	バーベキューをしましょうか。		discuss outdoor activities
Would you like to have a barbecue and a picnic?	バーベキューとピクニックをしませんか。		discuss outdoor activities
We should enjoy Hokkaido's views!	ほっかいどうのけしきをたのしみましょう！		discuss outdoor activities
After yoga, should we have a barbecue?	ヨガのあと、バーベキューをしましょうか。		discuss outdoor activities
Hokkaido's rivers are good.	ほっかいどうの川がいいです。		discuss outdoor activities
May first will be rainy.	五月一日は雨です。		discuss outdoor activities
The mountain view is also pretty.	山のけしきもきれいです。		discuss outdoor activities
When should we have a barbecue?	いつバーベキューをしましょうか。		discuss outdoor activities
The nearby river is good.	ちかくの川がいいです。		discuss outdoor activities
Should we have a barbecue party?	バーベキューパーティーをしましょうか。		discuss outdoor activities
Um, May first is good.	ええと、五月一日がいいです。		discuss outdoor activities
The outdoors is very hot.	そとはとてもあついです。		discuss outdoor activities
The outdoors is cool.	そとはすずしいです。		discuss outdoor activities
What should we do in Hokkaido in May?	五月にほっかいどうで何をしましょうか。		discuss outdoor activities
I don't eat raw seafood.	なまのシーフードは食べません。		discuss outdoor activities
Erika, are you okay with eggs?	エリカさん、卵はだいじょうぶですか。		discuss outdoor activities
Will Monday be rainy?	月曜日は雨ですか。		discuss outdoor activities
Is five thirty still dark?	五時半はまだくらいですか。		discuss outdoor activities
Monday doesn't work very well...	月曜日はちょっと...		discuss outdoor activities
Would you like to go hiking next week?	らいしゅうハイキングに行きませんか。		discuss outdoor activities
We should grill seafood too.	シーフードもやきましょう。		discuss outdoor activities
Would you like to go hiking?	ハイキングに行きませんか。		discuss outdoor activities
I'm going to buy a new backpack.	新しいバックパックを買います。		discuss outdoor activities
Six a.m. is still dark.	ごぜん六時はまだくらいです。		discuss outdoor activities
Twelve o'clock doesn't work very well...	十二時はちょっと...		discuss outdoor activities
We're going to have a picnic at one p.m.	ごご一時にピクニックをします。		discuss outdoor activities
I don't really like camping…	キャンプはちょっと…		discuss outdoor activities
Which river is good?	どの川がいいですか。		discuss outdoor activities
I don't really eat beef.	ぎゅうにくはあまり食べません。		discuss outdoor activities
August first is good.	八月一日がいいです。		discuss outdoor activities
Is seven a.m. dark?	ごぜん七時はくらいですか。		discuss outdoor activities
We should grill meat too.	にくもやきましょう。		discuss outdoor activities
Um, seven a.m. doesn't work very well...	ええと、ごぜん七時はちょっと...		discuss outdoor activities
Are you okay with fish?	魚はだいじょうぶですか。		discuss outdoor activities
Should we also enjoy the mountain views?	山のけしきもたのしみましょうか。		discuss outdoor activities
Small backpacks are very convenient.	小さいバックパックはとてもべんりです。		discuss outdoor activities
Five o'clock is probably dark.	五時はたぶんくらいです。		discuss outdoor activities
Beef is also nice, isn't it?	ぎゅうにくもいいですね。		discuss outdoor activities
napkin	ナプキン		eat in a restaurant
mapo tofu	マーボーどうふ		eat in a restaurant
menu	メニュー		eat in a restaurant
Six green teas and a fried rice please.	おちゃを六つとチャーハンをください。		eat in a restaurant
Excuse me, five juices, please.	すみません、ジュースを五つください。		eat in a restaurant
Would you like to drink bubble tea?	タピオカティーを飲みませんか。		eat in a restaurant
Seven shrimp fried dumplings and five vegetable fried dumplings, please.	えびぎょうざを七つとやさいぎょうざを五つください。		eat in a restaurant
Five beers, please.	ビールを五つください。		eat in a restaurant
waiter	てんいん		eat in a restaurant
chopsticks	はし		eat in a restaurant
soup	スープ		eat in a restaurant
We should drink a lot of green tea!	おちゃをたくさん飲みましょう！		eat in a restaurant
Six salads and a mapo tofu, please.	サラダを六つとマーボーどうふをください。		eat in a restaurant
An English menu, please.	えいごのメニューをください。		eat in a restaurant
The mapo tofu is really a lot, isn't it?	マーボーどうふはほんとうにおおいですね。		eat in a restaurant
We should eat a lot of Chinese food.	ちゅうかりょうりをたくさん食べましょう。		eat in a restaurant
How much are the fried dumplings?	ぎょうざはいくらですか。		eat in a restaurant
We'll buy bubble tea in Chinatown too.	ちゅうかがいでタピオカティーも買います。		eat in a restaurant
There are beef fried dumplings and shrimp fried dumplings.	ぎゅうにくぎょうざとえびぎょうざがあります。		eat in a restaurant
Do you have oolong tea?	ウーロンちゃはありますか。		eat in a restaurant
Chinatown's bubble tea is famous, isn't it?	ちゅうかがいのタピオカティーはゆうめいですね。		eat in a restaurant
This restaurant's soup is a lot.	このレストランのスープはおおいです。		eat in a restaurant
Two ramens and seven fried dumplings, please.	ラーメンを二つとぎょうざを七つください。		eat in a restaurant
We should eat a lot of ramen.	ラーメンをたくさん食べましょう。		eat in a restaurant
Five waters, please.	水を五つください。		eat in a restaurant
How about Chinese food?	ちゅうかりょうりはどうですか。		eat in a restaurant
This restaurant's fried rice is a lot.	このレストランのチャーハンはおおいです。		eat in a restaurant
This Chinese food is spicy, isn't it?	このちゅうかりょうりはからいですね。		eat in a restaurant
Where's the cashier?	かいけいはどこですか。		eat in a restaurant
Excuse me, a Spanish menu, please.	すみません、スペインごのメニューをください。		eat in a restaurant
Do you have a Korean menu?	かんこくごのメニューはありますか。		eat in a restaurant
We should eat a lot of fried rice.	チャーハンをたくさん食べましょう。		eat in a restaurant
Okay then, two cold oolong teas, please.	じゃあ、つめたいウーロンちゃを二つください。		eat in a restaurant
A napkin and chopsticks, please.	ナプキンとはしをください。		eat in a restaurant
How about cold bubble tea?	つめたいタピオカティーはどうですか。		eat in a restaurant
Your change is five hundred yen.	おつりは五百えんです。		eat in a restaurant
Where are the chopsticks?	はしはどこですか。		eat in a restaurant
Your change is one hundred yen.	おつりは百えんです。		eat in a restaurant
Soup and fried rice, please.	スープとチャーハンをください。		eat in a restaurant
Is this restaurant's shrimp fried rice a lot?	このレストランのえびチャーハンはおおいですか。		eat in a restaurant
internet	ネット		communicate at a hotel
credit card	クレジットカード		communicate at a hotel
milk	ぎゅうにゅう		communicate at a hotel
