English	Foreign	Transliteration	Context
Where is the factory?	Где завод?	-	Discuss things you do
My friend is a very interesting person.	Мой друг — очень интересный человек.	-	Discuss things you do
We love Mom.	Мы любим маму.	-	Discuss things you do
Vera has to read more.	Вера должна больше читать.	-	Discuss things you do
The shirt has to be here.	Рубашка должна быть здесь.	-	Discuss things you do
My squirrel has to drink milk.	Моя белка должна пить молоко.	-	Discuss things you do
Are you a poet?	Вы поэт?	-	Discuss things you do
Do you love me?	Ты меня любишь?	-	Discuss things you do
I have a secretary.	У меня есть секретарь.	-	Discuss things you do
poets	поэты	-	Discuss things you do
The administrator is already at home.	Администратор уже дома.	-	Discuss things you do
Do you love her?	Ты любишь её?	-	Discuss things you do
The director is already here.	Директор уже здесь.	-	Discuss things you do
The poet does not have a mouse.	У поэта нет мыши.	-	Discuss things you do
zoo	зоопарк	-	Talk about places
He is ordering soup.	Он заказывает суп.	-	Talk about places
in Russian	по-русски	-	Talk about places
My sister is at the airport.	Моя сестра в аэропорту.	-	Talk about places
hotel	гостиница	-	Talk about places
Where is the main hall?	Где главный зал?	-	Talk about places
I like sleeping on the floor.	Я люблю спать на полу.	-	Talk about places
My hedgehog is lying on the floor.	Мой ёж лежит на полу.	-	Talk about places
The cat likes sleeping on the floor.	Кошка любит спать на полу.	-	Talk about places
famous parks	известные парки	-	Talk about places
We are on the bridge.	Мы на мосту.	-	Talk about places
We are also at the airport.	Мы тоже в аэропорту.	-	Talk about places
There are two bridges in the city.	В городе два моста.	-	Talk about places
The taxi is already at the airport.	Такси уже в аэропорту.	-	Talk about places
Where is the circus?	Где цирк?	-	Talk about places
bridge	мост	-	Talk about places
I do not speak English.	Я не говорю по-английски.	-	Talk about places
It seems he speaks Russian.	Кажется, он говорит по-русски.	-	Talk about places
We speak both German and Russian.	Мы говорим и по-немецки, и по-русски.	-	Talk about places
Their store is up ahead.	Их магазин впереди.	-	Talk about places
The dog and the cat are pets.	Собака и кошка — домашние животные.	-	Talk about places
The park is up ahead.	Парк впереди.	-	Talk about places
an interesting show	интересный спектакль	-	Talk about places
Yes, we have pets.	Да, у нас есть домашние животные.	-	Talk about places
a big bear	большой медведь	-	Talk about places
There are no restaurants here.	Здесь нет ресторанов.	-	Talk about places
Mark lives in the forest.	Марк живёт в лесу.	-	Talk about places
I like this night.	Мне нравится эта ночь.	-	Discuss destinations
my street	моя улица	-	Discuss destinations
The meat is there.	Мясо находится там.	-	Discuss destinations
The coach is going to Germany.	Тренер едет в Германию.	-	Discuss destinations
I am going to Saint Petersburg.	Я еду в Петербург.	-	Discuss destinations
The politician is going to Moscow.	Политик едет в Москву.	-	Discuss destinations
Russia is a country.	Россия — это страна.	-	Discuss destinations
What phone does he want?	Какой телефон он хочет?	-	Discuss destinations
Do you know where America is?	Ты знаешь, где находится Америка?	-	Discuss destinations
He is from Ukraine.	Он из Украины.	-	Discuss destinations
Yes, I am going to Germany.	Да, я еду в Германию.	-	Discuss destinations
She is reading a book about Russia.	Она читает книгу о России.	-	Discuss destinations
I am going to Moscow.	Я еду в Москву.	-	Discuss destinations
Which city is he going to?	В какой город он едет?	-	Discuss destinations
Is she from Ukraine?	Она из Украины?	-	Discuss destinations
She is in Russia, but is already going home.	Она в России, но уже едет домой.	-	Discuss destinations
We are in Europe.	Мы в Европе.	-	Discuss destinations
We are in Brazil.	Мы в Бразилии.	-	Discuss destinations
I like to have lunch here.	Я люблю тут обедать.	-	Discuss destinations
Saint Petersburg is an interesting city.	Петербург — интересный город.	-	Discuss destinations
to Germany	в Германию	-	Discuss destinations
This is our street.	Это наша улица.	-	Discuss destinations
My sister is going to Europe.	Моя сестра едет в Европу.	-	Discuss destinations
piano	пианино	-	Talk about hobbies
dance	танцевать	-	Talk about hobbies
I cook for money.	Я готовлю за деньги.	-	Talk about hobbies
basketball (sport)	баскетбол	-	Talk about hobbies
They ask where the box is.	Они спрашивают, где коробка.	-	Talk about hobbies
Sometimes I sleep during the day.	Иногда я сплю днём.	-	Talk about hobbies
My sisters go there.	Туда ходят мои сёстры.	-	Talk about hobbies
Yes, I sometimes go there.	Да, иногда я туда хожу.	-	Talk about hobbies
Your brother is growing quickly.	Твой брат быстро растёт.	-	Talk about hobbies
I am growing.	Я расту.	-	Talk about hobbies
I rarely write articles.	Я редко пишу статьи.	-	Talk about hobbies
Victoria is sometimes late for school.	Виктория иногда опаздывает в школу.	-	Talk about hobbies
He writes so well!	Он так хорошо пишет!	-	Talk about hobbies
She often remembers me.	Она часто меня вспоминает.	-	Talk about hobbies
Boris is dancing.	Борис танцует.	-	Talk about hobbies
I smile a lot.	Я много улыбаюсь.	-	Talk about hobbies
Do you smoke?	Вы курите?	-	Talk about hobbies
I do not like to lose money.	Я не люблю терять деньги.	-	Talk about hobbies
I do not like soccer.	Я не люблю футбол.	-	Talk about hobbies
My sister is helping me to make lunch.	Моя сестра помогает мне готовить обед.	-	Talk about hobbies
I am translating this book into English.	Я перевожу эту книгу на английский язык.	-	Talk about hobbies
Alexandra writes music.	Александра пишет музыку.	-	Talk about hobbies
The bears are smoking.	Медведи курят.	-	Talk about hobbies
We are resting now.	Мы сейчас отдыхаем.	-	Talk about hobbies
Who remembers me?	Кто меня помнит?	-	Talk about hobbies
I do not remember where your box is.	Я не помню, где твоя коробка.	-	Talk about hobbies
What is she singing?	Что она поёт?	-	Talk about hobbies
I rest a lot.	Я много отдыхаю.	-	Talk about hobbies
Do you sing?	Ты поёшь?	-	Talk about hobbies
Are you smiling?	Вы улыбаетесь?	-	Talk about hobbies
She is asking for some water.	Она просит воды.	-	Talk about hobbies
I have not seen your dog.	Я не видел вашу собаку.	-	Describe what you did
We saw a deer.	Мы видели оленя.	-	Describe what you did
carrot	морковь	-	Describe what you did
The children were eating carrots.	Дети ели морковь.	-	Describe what you did
We were cooking soup for Mom.	Мы готовили суп для мамы.	-	Describe what you did
My sister was cooking carrots.	Моя сестра готовила морковь.	-	Describe what you did
Victoria was eating potatoes and carrots.	Виктория ела картошку и морковь.	-	Describe what you did
He was cooking soup.	Он готовил суп.	-	Describe what you did
When were you there?	Когда ты там была?	-	Describe what you did
The girl was cooking mushrooms.	Девочка готовила грибы.	-	Describe what you did
He has worked all day.	Он весь день работал.	-	Describe what you did
My friend was cooking duck.	Мой друг готовил утку.	-	Describe what you did
The animal was eating an egg.	Животное ело яйцо.	-	Describe what you did
She was eating and eating.	Она ела и ела.	-	Describe what you did
They were cooking fish.	Они готовили рыбу.	-	Describe what you did
Dad has worked a lot.	Папа много работал.	-	Describe what you did
I saw everything.	Я всё видел.	-	Describe what you did
I had to cook the soup.	Я должна была приготовить суп.	-	Describe what you did
Do you like blue?	Тебе нравится синий?	-	Say how old you are
She is thirty years old.	Ей тридцать лет.	-	Say how old you are
seven girls	семь девочек	-	Say how old you are
fifteen	пятнадцать	-	Say how old you are
ten	десять	-	Say how old you are
nine	девять	-	Say how old you are
Is he five or six years old?	Ему пять лет или шесть?	-	Say how old you are
He is already three years old.	Ему уже три года.	-	Say how old you are
She is eight or nine years old.	Ей восемь или девять лет.	-	Say how old you are
She is two years old.	Ей два года.	-	Say how old you are
six	шесть	-	Say how old you are
He is fifteen years old.	Ему пятнадцать лет.	-	Say how old you are
twenty	двадцать	-	Say how old you are
How many dogs do you have?	Сколько у вас собак?	-	Say how old you are
There are few dogs in the city.	В городе мало собак.	-	Say how old you are
Mom does not have time for the dogs.	У мамы нет времени на собак.	-	Say how old you are
I am twenty-nine years old.	Мне двадцать девять лет.	-	Say how old you are
nine hours and fifteen minutes	девять часов пятнадцать минут	-	Say how old you are
five dogs	пять собак	-	Say how old you are
Are you already five years old?	Тебе уже пять лет?	-	Say how old you are
forty	сорок	-	Say how old you are
five o'clock	пять часов	-	Say how old you are
I like New Year's Eve.	Я люблю Новый год.	-	Say how old you are
He is now one year old.	Ему сейчас один год.	-	Say how old you are
a lot of dogs	много собак	-	Say how old you are
two windows	два окна	-	Say how old you are
few cats	мало кошек	-	Say how old you are
six cats	шесть кошек	-	Say how old you are
He is ten years old.	Ему десять лет.	-	Say how old you are
She is three years old.	Ей три года.	-	Say how old you are
once a year	раз в год	-	Say how old you are
nine girls	девять девочек	-	Say how old you are
I do not have time.	У меня нет времени.	-	Say how old you are
She is fifty years old.	Ей пятьдесят лет.	-	Say how old you are
grandmother	бабушка	-	Describe your family
my cat's breakfast	завтрак моей кошки	-	Describe your family
mother (formal)	мать	-	Describe your family
It seems he is my relative.	Кажется, он мой родственник.	-	Describe your family
father (formal)	отец	-	Describe your family
Forgive me, wife.	Прости, жена.	-	Describe your family
I love my daughter.	Я люблю свою дочь.	-	Describe your family
My friends do not cook.	Мои друзья не готовят.	-	Describe your family
our brothers and sisters	наши братья и сёстры	-	Describe your family
Where are your daughters?	Где твои дочери?	-	Describe your family
Are your sons at home?	Ваши сыновья дома?	-	Describe your family
Her mother has everything.	У её матери есть всё.	-	Describe your family
We have a big family.	У нас большая семья.	-	Describe your family
Our daughters like to read.	Наши дочери любят читать.	-	Describe your family
Your cat drinks from my cup.	Твоя кошка пьёт из моей чашки.	-	Describe your family
Their parents live in America.	Их родители живут в Америке.	-	Describe your family
The boy does not have a mother.	У мальчика нет матери.	-	Describe your family
My grandmother smokes.	Моя бабушка курит.	-	Describe your family
family	семья	-	Describe your family
Our father knows how to cook.	Наш отец умеет готовить.	-	Describe your family
I know her father.	Я знаю её отца.	-	Describe your family
mother and father	мать и отец	-	Describe your family
wife	жена	-	Describe your family
She loves her husband.	Она любит своего мужа.	-	Describe your family
Forgive her daughter, please.	Прости её дочь, пожалуйста.	-	Describe your family
My parents do not smoke.	Мои родители не курят.	-	Describe your family
I love my husband.	Я люблю своего мужа.	-	Describe your family
She does not have a daughter.	У неё нет дочери.	-	Describe your family
Her mother is already in the school.	Её мать уже в школе.	-	Describe your family
He loves his mom.	Он любит свою маму.	-	Describe your family
My brother has a very loud voice.	У моего брата очень громкий голос.	-	Describe your family
an uncle and an aunt	дядя и тётя	-	Describe your family
My daughter likes languages.	Моя дочь любит языки.	-	Describe your family
two students	два студента	-	Talk about occupations
(college) student	студент	-	Talk about occupations
her doctor	её врач	-	Talk about occupations
The businessman has three factories.	У бизнесмена три завода.	-	Talk about occupations
boss	начальник	-	Talk about occupations
student (female)	ученица	-	Talk about occupations
I study at school.	Я учусь в школе.	-	Talk about occupations
We do not have his name.	У нас нет его имени.	-	Talk about occupations
Dear, where is my new guitar?	Дорогой, где моя новая гитара?	-	Talk about occupations
a lot of students	много студентов	-	Talk about occupations
Dear, I love you!	Дорогая, я тебя люблю!	-	Talk about occupations
What is your doctor's name?	Как зовут вашего врача?	-	Talk about occupations
It seems this is not her last name.	Кажется, это не её фамилия.	-	Talk about occupations
My neighbors are writers.	Мои соседи — писатели.	-	Talk about occupations
Yes, I study here.	Да, я учусь здесь.	-	Talk about occupations
I study at a university.	Я учусь в университете.	-	Talk about occupations
Tell him where the doctor is.	Скажите ему, где врач.	-	Talk about occupations
My mom's neighbors like to sleep.	Соседи моей мамы любят спать.	-	Talk about occupations
My neighbor is an interesting person.	Мой сосед — интересный человек.	-	Talk about occupations
Tell her that the neighbour is at home.	Скажи ей, что сосед дома.	-	Talk about occupations
a good company	хорошая компания	-	Talk about occupations
My student is not here.	Здесь нет моей ученицы.	-	Talk about occupations
The students live near the university.	Студентки живут возле университета.	-	Talk about occupations
Our neighbor is a student.	Наш сосед - студент.	-	Talk about occupations
The old man has many cats.	У старика много кошек.	-	Talk about occupations
our company	наша компания	-	Talk about occupations
He is my boss.	Он мой начальник.	-	Talk about occupations
There are forty people in the group.	В группе сорок человек.	-	Talk about occupations
There are two old men here.	Здесь два старика.	-	Talk about occupations
beautiful flowers	прекрасные цветы	-	Describe the weather
strong wind	сильный ветер	-	Describe the weather
sea	море	-	Describe the weather
sun	солнце	-	Describe the weather
There is a big rain cloud in the north.	На севере большая туча.	-	Describe the weather
it's cold	холодно	-	Describe the weather
Plus nine is not cold.	Плюс девять — это не холодно.	-	Describe the weather
What do you see in the sky?	Что ты видишь на небе?	-	Describe the weather
It is muddy and cold there.	Там грязно и холодно.	-	Describe the weather
I think South is there.	Думаю, юг — там.	-	Describe the weather
It is a splendid and quiet garden.	Это прекрасный и тихий сад.	-	Describe the weather
It is spring now.	Сейчас весна.	-	Describe the weather
It is raining.	Идёт дождь.	-	Describe the weather
There is a big star in the west!	На западе большая звезда!	-	Describe the weather
It's snowing outside, but it's warm at home.	На улице идёт снег, а дома тепло.	-	Describe the weather
strong rain	сильный дождь	-	Describe the weather
We do not like the wind.	Нам не нравится ветер.	-	Describe the weather
It is quiet and warm there.	Там тихо и тепло.	-	Describe the weather
It is cold outside and it is snowing.	На улице холодно и идёт снег.	-	Describe the weather
garden	сад	-	Describe the weather
Thanks, I am warm already.	Спасибо, мне уже тепло.	-	Describe the weather
fog	туман	-	Describe the weather
It is snowing.	Идёт снег.	-	Describe the weather
We see a rain cloud!	Мы видим тучу!	-	Describe the weather
beautiful sky	прекрасное небо	-	Describe the weather
the beautiful garden	прекрасный сад	-	Describe the weather
She does not have time for sports.	У неё нет времени на спорт.	-	Talk about sports
basketball player	баскетболист	-	Talk about sports
This country is called Russia.	Эта страна называется Россия.	-	Talk about sports
team	команда	-	Talk about sports
Our team won the match.	Наша команда выиграла матч.	-	Talk about sports
Well, they lost the match.	Ну, они проиграли матч.	-	Talk about sports
Have your brothers won the match?	Твои братья выиграли матч?	-	Talk about sports
We are a team and here is our uniform.	Мы команда, и вот наша форма.	-	Talk about sports
The team is practicing near the school.	Команда тренируется около школы.	-	Talk about sports
My dad is a soccer player.	Мой папа — футболист.	-	Talk about sports
Vera practices when she has time.	Вера тренируется, когда есть время.	-	Talk about sports
We practice at the stadium.	Мы тренируемся на стадионе.	-	Talk about sports
The team lost.	Команда проиграла.	-	Talk about sports
The basketball player is not playing at the stadium.	Баскетболист не играет на стадионе.	-	Talk about sports
Alexandra is watching sports.	Александра смотрит спорт.	-	Talk about sports
We are running home.	Мы бежим домой.	-	Talk about sports
They are jumping.	Они прыгают.	-	Talk about sports
soccer uniform	футбольная форма	-	Talk about sports
The basketball player puts a uniform on.	Баскетболист надевает форму.	-	Talk about sports
I practice a lot.	Я много тренируюсь.	-	Talk about sports
January	январь	-	Name the months
fourteen	четырнадцать	-	Name the months
She is leaving soon.	Она скоро уходит.	-	Name the months
seventeen	семнадцать	-	Name the months
this month	этот месяц	-	Name the months
nineteen	девятнадцать	-	Name the months
I will be nineteen soon.	Мне скоро будет девятнадцать.	-	Name the months
They will be here tomorrow.	Они тут будут завтра.	-	Name the months
She will be twenty in August.	Ей будет двадцать в августе.	-	Name the months
thirteen	тринадцать	-	Name the months
Soon it will be ten o'clock.	Скоро будет десять часов.	-	Name the months
twelve	двенадцать	-	Name the months
When was the beginning of the month?	Когда было начало месяца?	-	Name the months
Vera will be in Moscow at the end of April.	Вера будет в Москве в конце апреля.	-	Name the months
October	октябрь	-	Name the months
April	апрель	-	Name the months
November	ноябрь	-	Name the months
the younger brother	младший брат	-	Describe people
a short bridge	короткий мост	-	Describe people
the whole day	целый день	-	Describe people
We are having bad weather now.	У нас сейчас плохая погода.	-	Describe people
Boy, where is your older brother?	Мальчик, где твой старший брат?	-	Describe people
My sisters are interesting people.	Мои сёстры — интересные люди.	-	Describe people
There are only tasty apples here.	Здесь только вкусные яблоки.	-	Describe people
My place is there.	Моё место там.	-	Describe people
This house is so expensive!	Этот дом такой дорогой!	-	Describe people
No, this is not a good rule.	Нет, это не хорошее правило.	-	Describe people
This is a clever and interesting thought.	Это умная и интересная мысль.	-	Describe people
an older son	старший сын	-	Describe people
They want to read only interesting books.	Они хотят читать только интересные книги.	-	Describe people
English is an important language.	Английский — важный язык.	-	Describe people
It is a large and important city.	Это большой и важный город.	-	Describe people
I like this weather.	Эта погода мне нравится.	-	Describe people
I had a strange day.	У меня был странный день.	-	Describe people
expensive milk	дорогое молоко	-	Describe people
There are strange animals in this forest.	В этом лесу странные животные.	-	Describe people
I like new movies.	Я люблю новые фильмы.	-	Describe people
an important rule	важное правило	-	Describe people
a younger sister	младшая сестра	-	Describe people
What do you think, is it a bad school?	Как думаешь, это плохая школа?	-	Describe people
She's reading your book.	Она читает твою книгу.	-	Describe people
new things	новые вещи	-	Describe people
bad news	плохие новости	-	Describe people
bus	автобус	-	Describe the past
TV set	телевизор	-	Describe the past
I was lying on the bed.	Я лежал на кровати.	-	Describe the past
No, I was standing outdoors.	Нет, я стоял на улице.	-	Describe the past
The bus was standing over there.	Автобус стоял там.	-	Describe the past
The boy was standing and waiting.	Мальчик стоял и ждал.	-	Describe the past
I like talking about America and Germany.	Я люблю говорить об Америке и Германии.	-	Describe the past
I am tired.	Я устала.	-	Describe the past
He was looking at the tea.	Он смотрел на чай.	-	Describe the past
Everyone stood and watched.	Все стояли и смотрели.	-	Describe the past
The old men were talking about life.	Старики говорили о жизни.	-	Describe the past
We were lying in bed and talking about this film.	Мы лежали в кровати и говорили об этом фильме.	-	Describe the past
Ivan is tired.	Иван устал.	-	Describe the past
Dad was thinking about work.	Папа думал о работе.	-	Describe the past
I have not heard this music before.	Я раньше не слышал эту музыку.	-	Describe the past
No, he was thinking about the vacation.	Нет, он думал об отпуске.	-	Describe the past
Where did they live?	Где они жили?	-	Describe the past
We lived in Moscow before.	Мы раньше жили в Москве.	-	Describe the past
Tanya was standing near the river.	Таня стояла около реки.	-	Describe the past
Are you tired?	Вы устали?	-	Describe the past
We got tired at work.	Мы устали на работе.	-	Describe the past
Boris talked about the match.	Борис говорил о матче.	-	Describe the past
No, I have not watched this movie.	Нет, я не смотрел этот фильм.	-	Describe the past
This bus goes to the city.	Этот автобус идёт в город.	-	Describe the past
I do not want to wait!	Я не хочу ждать!	-	Describe the past
Did you hear that?	Ты это слышал?	-	Describe the past
They were standing near us.	Они стояли возле нас.	-	Describe the past
Are you tired?	Ты устал?	-	Describe the past
Where did she live?	Где она жила?	-	Describe the past
My boyfriend talks a lot.	Мой парень много говорит.	-	Describe the past
Mom and dad were talking about us.	Мама и папа говорили о нас.	-	Describe the past
fruit	фрукты	-	Shop for clothes
My skirt is on the chair.	Моя юбка на стуле.	-	Shop for clothes
They do not want to pay!	Они не хотят платить!	-	Shop for clothes
pants (trousers)	брюки	-	Shop for clothes
my footwear	моя обувь	-	Shop for clothes
I want this dress.	Я хочу это платье.	-	Shop for clothes
Do you like this overcoat?	Вам нравится это пальто?	-	Shop for clothes
This is very good footwear.	Это очень хорошая обувь.	-	Shop for clothes
My brother is looking for his wife.	Мой брат ищет свою жену.	-	Shop for clothes
dress	платье	-	Shop for clothes
I will show you the garden.	Я покажу вам сад.	-	Shop for clothes
What size do you need?	Какой вам нужен размер?	-	Shop for clothes
He needs pants.	Ему нужны брюки.	-	Shop for clothes
three shirts	три рубашки	-	Shop for clothes
How much does this wine cost?	Сколько стоит это вино?	-	Shop for clothes
Are you looking for vegetables or fruit?	Вы ищете овощи или фрукты?	-	Shop for clothes
I need a new jacket.	Мне нужна новая куртка.	-	Shop for clothes
I want to buy my wife an overcoat.	Я хочу купить жене пальто.	-	Shop for clothes
Which soup do you like?	Какой суп вам нравится?	-	Shop for clothes
My daughter wants to buy pants.	Моя дочь хочет купить брюки.	-	Shop for clothes
How much do those pants over there cost?	Сколько стоят вон те брюки?	-	Shop for clothes
a bottle of beer	бутылка пива	-	Shop for clothes
Are you looking for pencils?	Вы ищете карандаши?	-	Shop for clothes
You need to wash the vegetables.	Тебе надо помыть овощи.	-	Shop for clothes
Where do I pay?	Где платить?	-	Shop for clothes
I need you.	Ты мне нужна.	-	Shop for clothes
I don't like beer.	Я не люблю пиво.	-	Shop for clothes
Tanya wants fruit.	Таня хочет фрукты.	-	Shop for clothes
He wants to buy this shirt.	Он хочет купить эту рубашку.	-	Shop for clothes
My brother wants to buy clothes.	Мой брат хочет купить одежду.	-	Shop for clothes
I need a new shirt.	Мне нужна новая рубашка.	-	Shop for clothes
This is hard.	Это трудно.	-	Talk about what people are doing
our teachers	наши учителя	-	Talk about what people are doing
windows and doors	окна и двери	-	Talk about what people are doing
letter	письмо	-	Talk about what people are doing
Which cats do you like?	Какие кошки тебе нравятся?	-	Talk about what people are doing
The girls like our horses.	Девочкам нравятся наши лошади.	-	Talk about what people are doing
He was just showing the school to the girls.	Он просто показывал девочкам школу.	-	Talk about what people are doing
This boy needs a new overcoat.	Этому мальчику нужно новое пальто.	-	Talk about what people are doing
Everyone likes him.	Он всем нравится.	-	Talk about what people are doing
Our teachers are from Saint Petersburg.	Наши учителя — из Петербурга.	-	Talk about what people are doing
This person needs a jacket.	Этому человеку нужна куртка.	-	Talk about what people are doing
The boys already feel like sleeping.	Мальчикам уже хочется спать.	-	Talk about what people are doing
This writer likes living in the village.	Этому писателю нравится жить в деревне.	-	Talk about what people are doing
They like our city.	Им нравится наш город.	-	Talk about what people are doing
I like to take a walk around the city.	Я люблю гулять по городу.	-	Talk about what people are doing
Do you believe this girl?	Ты веришь этой девочке?	-	Talk about what people are doing
Katya usually plays guitar.	Катя обычно играет на гитаре.	-	Talk about what people are doing
This girl likes dogs and horses.	Этой девочке нравятся собаки и лошади.	-	Talk about what people are doing
Who does she believe?	Кому она верит?	-	Talk about what people are doing
The boy likes that girl.	Мальчику нравится эта девочка.	-	Talk about what people are doing
It is time for my children to sleep.	Моим детям пора спать.	-	Talk about what people are doing
It is time for my parents to go to work.	Моим родителям пора идти на работу.	-	Talk about what people are doing
I was explaining the plan.	Я объяснял план.	-	Talk about what people are doing
Ivan is walking down the street.	Иван идёт по улице.	-	Talk about what people are doing
Nina needs a new skirt.	Нине нужна новая юбка.	-	Talk about what people are doing
The school needs a new teacher.	Школе нужен новый учитель.	-	Talk about what people are doing
a letter to mom	письмо маме	-	Talk about what people are doing
My daughter took a walk around the park the entire day.	Моя дочь целый день гуляла по парку.	-	Talk about what people are doing
We were talking about the girls.	Мы говорили о девочках.	-	Talk about what people are doing
The cat would like some milk.	Кошке хочется молока.	-	Talk about what people are doing
Do you know their names?	Вы знаете их имена?	-	Talk about what people are doing
This person likes our movie.	Этому человеку нравится наш фильм.	-	Talk about what people are doing
(university-level) teacher	преподаватель	-	Describe conversations
an interesting lecture	интересная лекция	-	Describe conversations
Vera wants everything except cheese.	Вера хочет всё, кроме сыра.	-	Describe conversations
I thought you read a lot.	Я думал, ты много читаешь.	-	Describe conversations
Mark thought that she went to school.	Марк думал, что она ходит в школу.	-	Describe conversations
They thought that you were in America.	Они думали, что ты в Америке.	-	Describe conversations
My parents thought that you were our teacher.	Мои родители думали, что вы наш учитель.	-	Describe conversations
He finishes writing the article.	Он заканчивает писать статью.	-	Describe conversations
I like everything except the bed.	Мне нравится всё, кроме кровати.	-	Describe conversations
Well, she said that the lake was big.	Ну, она говорила, что озеро большое.	-	Describe conversations
The professor is finishing the lecture.	Преподаватель заканчивает лекцию.	-	Describe conversations
Maria is looking for mistakes.	Мария ищет ошибки.	-	Describe conversations
Do you have a permit?	У вас есть пропуск?	-	Describe conversations
I asked and they answered.	Я спросила, и они ответили.	-	Describe conversations
next time	следующий раз	-	Talk about your room
socks	носки	-	Talk about your room
gray	серый	-	Talk about your room
These aren't my pants!	Это не мои штаны!	-	Talk about your room
She wants this toy.	Она хочет эту игрушку.	-	Talk about your room
toy	игрушка	-	Talk about your room
Where is her red toy?	Где её красная игрушка?	-	Talk about your room
What color is this bucket?	Какого цвета это ведро?	-	Talk about your room
This mirror is bigger than that one.	Это зеркало больше, чем то.	-	Talk about your room
a black dress	чёрное платье	-	Talk about your room
Where is our mirror?	Где наше зеркало?	-	Talk about your room
His bed is smaller than mine.	Его кровать меньше, чем моя.	-	Talk about your room
Your house is bigger than mine.	Твой дом больше, чем мой.	-	Talk about your room
Nothing new.	Ничего нового.	-	Talk about your room
Give me her toy.	Дай мне её игрушку.	-	Talk about your room
Yes, the green table is better.	Да, зелёный стол лучше.	-	Talk about your room
Why is this window red?	Почему это окно красное?	-	Talk about your room
She wants to buy a red skirt.	Она хочет купить красную юбку.	-	Talk about your room
a gray cat	серая кошка	-	Talk about your room
Where is the red bucket?	Где красное ведро?	-	Talk about your room
Do you see a gray bridge?	Ты видишь серый мост?	-	Talk about your room
What color is this?	Какой это цвет?	-	Talk about your room
A red apple	красное яблоко	-	Talk about your room
key	ключ	-	Discuss school
They wrote a short story, and then a book.	Они написали рассказ, а потом книгу.	-	Discuss school
photo	фотография	-	Discuss school
I took three photographs.	Я сделал три фотографии.	-	Discuss school
We saw the poet's house.	Мы увидели дом поэта.	-	Discuss school
Today the boy got up at seven.	Сегодня мальчик встал в семь.	-	Discuss school
Yulia watched a movie and went to bed.	Юлия посмотрела фильм и легла спать.	-	Discuss school
I bought bread and then watched a movie.	Я купила хлеб, а потом посмотрела фильм.	-	Discuss school
The dog suddenly lay down.	Собака вдруг легла.	-	Discuss school
In the evening he likes to watch TV.	Вечером он любит смотреть телевизор.	-	Discuss school
She suddenly threw the ball.	Она вдруг бросила мяч.	-	Discuss school
We finally took this book.	Мы, наконец, взяли эту книгу.	-	Discuss school
I have not received your message.	Я не получил ваше сообщение.	-	Discuss school
What did you say?	Что вы сказали?	-	Discuss school
You may take these books.	Ты можешь взять эти книги.	-	Discuss school
Then we went to bed.	Потом мы легли спать.	-	Discuss school
The girl threw him a ball.	Девочка бросила ему мяч.	-	Discuss school
Yulia suddenly took a big book.	Юлия вдруг взяла большую книгу.	-	Discuss school
We discussed the problem.	Мы обсудили проблему.	-	Discuss school
I forgot your disk at home.	Я забыл твой диск дома.	-	Discuss school
She wrote a short story.	Она написала рассказ.	-	Discuss school
The teacher gave us an assignment.	Учитель дал нам задание.	-	Discuss school
This is her test.	Это её контрольная работа.	-	Discuss school
They discussed the weather.	Они обсудили погоду.	-	Discuss school
I was late to work today.	Я сегодня опоздала на работу.	-	Discuss school
Who can write this word in German?	Кто может написать это слово по-немецки?	-	Discuss school
Dima came to school.	Дима пришёл в школу.	-	Discuss school
I want to discuss this issue today.	Я хочу обсудить этот вопрос сегодня.	-	Discuss school
boys	мальчики	-	Describe relationships between nouns
There is a mouse under the chair.	Под стулом — мышь.	-	Describe relationships between nouns
pen	ручка	-	Describe relationships between nouns
My teacher is talking to a doctor.	Мой учитель говорит с врачом.	-	Describe relationships between nouns
These boys often talk about girls.	Эти мальчики часто говорят о девочках.	-	Describe relationships between nouns
Who are you playing with?	С кем ты играешь?	-	Describe relationships between nouns
Dad and I like to watch TV.	Мы с папой любим смотреть телевизор.	-	Describe relationships between nouns
He is speaking Russian with you.	Он говорит с тобой по-русски.	-	Describe relationships between nouns
Alexandra always eats with a fork.	Александра всегда ест вилкой.	-	Describe relationships between nouns
A boy and a girl are reading a book.	Мальчик с девочкой читают книгу.	-	Describe relationships between nouns
potatoes with onions	картошка с луком	-	Describe relationships between nouns
Our town is after this bridge.	Наш город находится за этим мостом.	-	Describe relationships between nouns
The dog is next to a person.	Собака — рядом с человеком.	-	Describe relationships between nouns
The chair is next to the door.	Стул рядом с дверью.	-	Describe relationships between nouns
There are big birds above the car.	Над машиной — большие птицы.	-	Describe relationships between nouns
There is nothing above the window.	Над окном ничего нет.	-	Describe relationships between nouns
Happy holiday!	С праздником!	-	Describe relationships between nouns
Talk to the doctor.	Поговори с врачом.	-	Describe relationships between nouns
The student is standing under the bridge.	Студент стоит под мостом.	-	Describe relationships between nouns
in front of him	перед ним	-	Describe relationships between nouns
with pleasure	с удовольствием	-	Describe relationships between nouns
Previously, Ivan worked as a doctor.	Раньше Иван работал врачом.	-	Describe relationships between nouns
There is a bag under the chair.	Под стулом лежит сумка.	-	Describe relationships between nouns
My sister is making lunch with them.	Моя сестра готовит с ними обед.	-	Describe relationships between nouns
I am going home with mom.	Я иду домой с мамой.	-	Describe relationships between nouns
