English	Foreign	Transliteration	Context
పాదం	foot	-	
మందులు	medicine	-	
మెరుగైనవి; మెరుగైనది; మెరుగుపడు; మెరుగుగా; మెరుగుపడతాయి; బాగుండే; మెరుగ్గా; మెరుగైన; మెరుగైనగా	better	-	
పాదాలు	feet	-	
అమ్మడం	sell	-	
బట్టలు	clothes	-	
ఎప్పుడు	when	-	
సైజ్	size	-	
మూసివేయడం	close	-	
ప్యాంట్లు; ప్యాంట్స్; ప్యాంట్స్‌ను	pants	-	
సెంట్	cent	-	
డబ్బు	money	-	
యాభై	fifty	-	
ఇష్టం	prefer	-	
టై	tie	-	
ధరించడం	wear	-	
చెల్లించాలి; వహించండి; చెల్లించరు; చెల్లించారు; చెల్లించాడా; చెల్లించాలా; చెల్లిస్తారా; చెల్లించడానికి; చెల్లించగలనా; వహించను; చెల్లించవచ్చా; చెల్లిస్తాను; చెల్లిస్తారు; చెల్లించను; చెల్లించండి; చెల్లిస్తాడా; చెల్లించాలని	pay	-	
కార్డ్‌తో	with a card	-	
ప్లాస్టిక్	plastic	-	
నగదుతో	with cash	-	
వారాంతం	weekend	-	
ప్రస్తుతం	right now	-	
నిద్రపోవడం	sleep	-	
టోస్ట్	toast	-	
పరిగెత్తడం	run	-	
ఈత కొట్టడం	swim	-	
బయట	outside	-	
రాయడం	write	-	
జంతువు	animal	-	
కూర్చోవడం	sit	-	
గురించి; సుమారు	about	-	
తయారు చేయడం	make	-	
వస్తుంది	come	-	
చిరుతిండి	snack	-	
భయంకరమైన	scary	-	
మంచు	snow	-	
పర్వతం	mountain	-	
వాతావరణం	weather	-	
ఇంకా	still	-	
సముద్రతీరం	beach	-	
మజిలీ	camp	-	
సర్ఫింగ్	surf	-	
సేదతీరడం	relax	-	
నిలబడటం	stand	-	
హైకింగ్	hike	-	
నది	river	-	
నవ్వు	smile	-	
ఫోటో	photo	-	
వీడియో	video	-	
డేరా	tent	-	
ఎలుగుబంటి	bear	-	
నిప్పు	fire	-	
నేల మీద	on the ground	-	
ప్రాజెక్ట్	project	-	
గియ్యడం	draw	-	
ప్రారంభించు	start	-	
అంశం	topic	-	
చిత్రించడం	paint	-	
భాష	language	-	
ఈమెయిల్	email	-	
నేర్చుకోవడం	learn	-	
చర్చించు	discuss	-	
కాఫీ షాప్	coffee shop	-	
ఉపయోగించు	use	-	
ఇంటర్నెట్‌లో	the internet	-	
ఆలస్యంగా	late for	-	
తర్వాతి	next	-	
గణితం	math	-	
పాఠ్యపుస్తకం	textbook	-	
విజ్ఞాన శాస్త్రం; శాస్త్రంలో; విజ్ఞాన శాస్త్ర; శాస్త్ర; సైన్స్‌; శాస్త్రం	science	-	
చరిత్ర	history	-	
సబ్జెక్ట్	subject	-	
ముగించలేదు	done with	-	
ఒత్తిడిగా; ఒత్తిడిలో	stressed	-	
కోచ్	coach	-	
అల్మారా	locker	-	
పూల్	pool	-	
పాఠం	lesson	-	
క్లబ్	club	-	
కళా; కళ; ఆర్ట్; కళను	art	-	
అదే; ఒకే	same	-	
ఆహ్వానించడం	invite	-	
సినిమా థియేటర్	movie theater	-	
కాల్ చేయడం	call	-	
నా; నాకోసం; నాకు; నన్ను; నాతో; ఆనాకు	me	-	
రుచి చూడండి	try	-	
చేరుదాం; చేరబోతున్నాను; చేరుకుంటారు; చేరితే; చేరావు; చేరాలనుకుంటున్నారా; చేరుతాము; చేరవచ్చు; చేరాలని; చేరుతాను; చేరలేరు; చేరగలనా	join	-	
కలవడం	meet	-	
మాతో; మనల్ని; మాకు; మా; మనందరం; మమ్మల్ని; మన; మేము	us	-	
భోజనం	lunch	-	
అక్కడ	there	-	
చేద్దాం; పద; పడదాం; చేసుకుందాం	let's	-	
శబ్దం; శబ్దాన్ని	sound	-	
డ్రైవ్ చేయడం	drive	-	
ఉత్తమ	perfect	-	
క్యాలెండర్	calendar	-	
ఈ రోజు రాత్రి	tonight	-	
సరే	ok	-	
ఉచితంగా; ఉచితమేనా; ఉచితం; ఖాళీగా; ఖాళీ; ఉచితమైన; ఉచిత; ఉచితమా	free	-	
సురక్షితంగా	safe	-	
నిర్వహిస్తామా; ఉంటారు; కావచ్చు; ఉంటుందా; ఉండు; ఉంటాము; ఉండదు; పూర్తవుతుందో; ఉంటాను; ఉండడానికి; ఉండడం; ఉండటానికి; ఉందాం; ఉండవచ్చు; ఉంటుంది; తినేవాళ్ళము; బాగుండండి; అవుతానని	be	-	
చార్జ్	charge	-	
ఒంటరిగా	alone	-	
జాగ్రత్త	careful	-	
తీసుకురా	bring	-	
పర్స్	purse	-	
మర్చిపోవడం	forget	-	
రద్దీగా	crowded	-	
వంతెన	bridge	-	
రోడ్	road	-	
త్వరగా	hurry	-	
ఖర్చు	spend	-	
దాటు	cross	-	
ప్రాంతం; ప్రాంతంలోని; విస్తీర్ణం; ప్రాంత; ప్రాంతంలో; ప్రాంతాన్ని	area	-	
చాలా ఎక్కువ	too much	-	
ప్రమాదకరం	dangerous	-	
చింతించు	worry	-	
వెళ్దాం; వెళ్ళవద్దు	go swimming	-	
ఆనందించండి	have fun	-	
ఇంట్లోనా; లోపలికి; లోపల; ఇంట్లోలోకి	inside	-	
పట్టుకోవడం	catch	-	
తన్నడం	kick	-	
విసరడం	throw	-	
వినలేము; చేరలేరు; పంచుకోలేవు; చూడలేరు; కనుగొనలేను; చూడలేను; చూడలేము; ఉండలేను; చదవలేను; వినలేను; వినలేరు; వెళ్లలేరు; అర్థం చేసుకోలేను; నిర్ణయించలేరు	can't	-	
దూరం	far	-	
పుష్-అప్	push-up	-	
ఎత్తడం	lift	-	
బరువు	heavy	-	
వెయిట్లు	weight	-	
కరాటే	karate	-	
యోగాను; యోగా	yoga	-	
భోజనం	meal	-	
ఆరోగ్యవంతమైన	healthy	-	
పండు	fruit	-	
చాలా	lots of	-	
రండి	come over	-	
మధ్యాహ్నం	in the afternoon	-	
గలరా; గలదా	could	-	
తప్పకుండా	of course	-	
పెట్టు	put	-	
పువ్వు	flower	-	
కౌంటర్	counter	-	
వరండా	porch	-	
ప్యాకేజ్	package	-	
పర్వాలేదు	no problem	-	
మెయిల్; మెయిల్‌ను	the mail	-	
కుక్కని నడిపించు	walk the dog	-	
ఆహారం పెట్టు	feed	-	
చేప	fish	-	
సాయంత్రం	in the evening	-	
ట్రక్	truck	-	
గ్యారేజ్	garage	-	
అదేమీ కాదు	that's fine	-	
విమానంలో వెళ్ళండి	take a flight	-	
చేస్తాను; చేసుకుంటాను; అవుతుందా; అవుతాడా; చేయతారని; అవుతాడు; వస్తుందా	will	-	
మొదట	first	-	
ఉత్తర అమెరికా	North america	-	
పర్యటన	trip	-	
పంచుకుంటాను; చదువుతాను; చెల్లిస్తాను; నిద్రపోతాను; పూర్తి చేస్తాను; కనుగొంటాను; ఉంటాను; చూస్తాను; నిలుస్తాను; అవుతాను; చేస్తాను; కొనుగోలు చేస్తాను; చెబుతాను; చేయను; ధరిస్తాను; అడుగుతాను; ఆర్డర్ చేస్తాను; ఆహ్వానిస్తాను; కూర్చుంటాను	i'll	-	
మీరు	you'll	-	
అతను	he'll	-	
దక్షిణ అమెరికా	South america	-	
ఆమె	she'll	-	
సందర్శన	visit	-	
ఎంత కాలం	how long	-	
ఆఫ్రికా	Africa	-	
మేము	we'll	-	
ఉండేందుకు; ఉంటారని; ఉండాలని; ఉండము	stay	-	
దేశం	country	-	
వారు	they'll	-	
ఎన్ని	how many	-	
థీమ్ పార్క్	theme park	-	
ఉదయం	morning	-	
రైడ్‌	ride	-	
ఎలా ఉంటుంది; ఎలా ఉంటాయి	how about	-	
రోలర్ కోస్టర్	roller coaster	-	
కార్‌ పార్క్‌	parking lot	-	
చేయను; ఉండను; తినను; కూర్చోను; పంచుకోను	won't	-	
మ్యాజిక్ షో	magic show	-	
ఊరేగింపు	parade	-	
లైన్లో వేచి ఉండి	wait in line	-	
మళ్లిసారి	next time	-	
నిమిషం	minute	-	
లైన్	line	-	
తొంబై	ninety	-	
పంచుకోవడం	share	-	
ఫ్రెంచ్‌ ఫ్రైస్	fries	-	
మళ్ళీ	again	-	
పాప్‌కార్న్‌ను; పాప్‌కార్న్; పాప్‌కార్న్‌	popcorn	-	
వస్తువు	item	-	
విభాగం	aisle	-	
కనుగొను	find	-	
అంతా; అందరు; అందరూ; అందరం; అన్ని; అన్నిటినీ; అందరికీ	all	-	
బ్యాండేజ్	bandage	-	
బ్రాండ్	brand	-	
టాయిలెట్ పేపర్	toilet paper	-	
ఇప్పటికే	already	-	
కానీ; కాని	but	-	
మాత్ర	pill	-	
గొంతు	throat	-	
మాస్క్	mask	-	
తలనొప్పిగా ఉంది	have a headache	-	
నిర్ణయించు	decide	-	
పేపర్ టవల్	paper towel	-	
సబ్బు	soap	-	
ఉం	um	-	
రసీదు	receipt	-	
కూపన్	coupon	-	
మొత్తం	total	-	
మీకు స్వాగతం	you're welcome	-	
నలభై	forty	-	
కార్యక్రమం	event	-	
టీవీలో	on TV	-	
అభిమాని	fan	-	
నానమ్మ; అమ్మమ్మా	grandma	-	
ఒత్తిగా	loud	-	
బార్	bar	-	
కచేరీ	concert	-	
జాహీరాత్లు	ad	-	
అస్సలు ఇష్టం లేదు	hate	-	
సమయంలో	during	-	
నాప్కిన్	napkin	-	
చిప్	chip	-	
ఉప్పు రుచిగల	salty	-	
గాజు; గ్లాస్; గాజా	glass	-	
విషయం; విషయాన్ని	thing	-	
బీరు	beer	-	
స్కోరు	score	-	
పాయింట్	point	-	
ఓడిపోవు	lose	-	
యే	yay	-	
విను	hear	-	
పూర్తిగా	quite	-	
మ్యూట్‌లో	on mute	-	
చెప్పు	tell	-	
కూడా	either	-	
వాళ్లను; వాళ్ళు; వాళ్ళకి; వారిని; వాళ్ళ; వాళ్ళని; వారి; వాటికి; వాళ్లని; వాటిని; వాళ్ల	them	-	
సమావేశం	meeting	-	
అడుగు	ask	-	
అతనిని; అతని; అతనికి; అతన్ని; వాడిని	him	-	
తరువాత	later	-	
నమ్ము	believe	-	
పూర్తి	finish	-	
వివరాలు	detail	-	
రేపు	tomorrow	-	
వెయిటర్	server	-	
వైపు	toward	-	
కల్లా; నాటికి; చేత; లో; రీత్యా; పాటికి; దెగ్గర; చేయడంతో; ద్వారా	by	-	
సాయంత్రం	evening	-	
వైన్	wine	-	
గోమాంసం; గొడ్డు	beef	-	
సాస్	sauce	-	
ఆర్డర్	order	-	
మధ్య	between	-	
వైపు; వైపున; సైడ్	side	-	
వెన్న	butter	-	
అదనపు	extra	-	
ఉంచు	save	-	
బిల్లు	bill	-	
పై	pie	-	
నృత్యం	dance	-	
చూడండి	look	-	
ఉంది; అదుగో	there is	-	
కేవలం; మాత్రమే; ఉన్నత	only	-	
శౌచాలయం	restroom	-	
అందములేని	ugly	-	
పొడవుగా	long	-	
ఉందా	is there	-	
ప్రజలు; వ్యక్తులను; వ్యక్తులు; వ్యక్తులకు; మంది; మందికి; ప్రజలకు; మంచివారు; వ్యక్తులతో; వ్యక్తుల; ప్రజల	people	-	
అద్భుతంగా; అద్భుతమైన	awesome	-	
ఉన్నారు; ఉన్నాయి	there are	-	
గాయకుడు	singer	-	
సీటు	seat	-	
మరో; ఇతర	other	-	
ఉన్నాయా; ఉన్నారా	are there	-	
తెర	screen	-	
మిఠాయి	candy	-	
ఉంది; ఉంటుంది	there's	-	
ముందు	before	-	
బ్రంచ్	brunch	-	
ఎందుకంటే	because	-	
తొందరలో	in a hurry	-	
స్టేషన్‌లోని; స్టేషన్‌కు; స్టేషన్‌ను; స్టేషన్‌లో; స్టేషన్; స్టేషన్లో	station	-	
పొందాలని; పొందుతాం; పొందుతనా; పొందరు; పొందుతామా; పొందారు; పొందండి; పొందుతాను; పొందవచ్చా; ఇవ్వగలరా; పడదు; పొందగలను; పొందు; పొందే; పొందడానికి; దొరుకుతుందా	get	-	
రైలు	train	-	
గంట	hour	-	
సబ్‌వే	subway	-	
షెడ్యూల్	schedule	-	
మధ్యాహ్నం	noon	-	
ముగియడం	end	-	
జూ	zoo	-	
త్వరలో	soon	-	
వెళ్తుంది	leave	-	
విమాన ప్రయాణం	flight	-	
అరగంట	half an hour	-	
రోజు	day	-	
కీబోర్డ్	keyboard	-	
పని	work	-	
ఇంటి నుండి	from home	-	
ఉపయోగకరమైన	useful	-	
వెబ్‌క్యామ్	webcam	-	
టైప్	type	-	
ఆన్‌లైన్‌లో	online	-	
పాస్‌వర్డ్	password	-	
గుర్తు పెట్టుకో	remember	-	
మైక్రోఫోన్	microphone	-	
ఎలా ఉంది	how's	-	
ఇన్‌బాక్స్	inbox	-	
పంపు	send	-	
ఈమెయిల్ చిరునామా	email address	-	
సందేశం	message	-	
రేపు కలుద్దాం	see you tomorrow	-	
మొత్తానికి	finally	-	
ఇంటర్వ్యూ	interview	-	
గతసారి; నిన్న; చివరిసారి; చివరి; గత; ఆఖరి	last	-	
అదే	that's	-	
ఉంది; ఉన్నాను; ఉన్నాడు; ఉండింది; ఉండేదా; అయ్యాడా; ఉండగా	was	-	
కంపెనీ	company	-	
దయాళువు	kind	-	
సహాయకరమైన	helpful	-	
కార్మికుడు	worker	-	
ఉన్నావు; ఉన్నారు; ఉన్నాయి; ఉండేవారా; ఉండేవాళ్ళమా; ఉండినవి	were	-	
జీవశాస్త్రం	biology	-	
ఆందోళనగా	nervous	-	
సవాలు	challenge	-	
బాధ్యత	responsibility	-	
ప్రధాన	main	-	
స్థానం	position	-	
ఆసక్తి	interested in	-	
కోపం	angry	-	
దారుణం	terrible	-	
సంతోషించడం	pleased	-	
తలుపు	door	-	
పడకగది	bedroom	-	
కాదు; లేదు	wasn't	-	
మంచం	bed	-	
పిల్లలు	kid	-	
లేరు; లేరుకదా	weren't	-	
ఖాళీ	empty	-	
భోజనశాల	dining room	-	
ఏదో	something	-	
వేరే	different	-	
డ్రెస్సర్	dresser	-	
తోట	garden	-	
సోఫా	sofa	-	
షవర్‌	shower	-	
వెనక; వెనకాల	behind	-	
వెళ్లాలని; వెళ్లాలా; వెళ్లి	go to	-	
కళాశాల	college	-	
ప్రధాన విషయం	major	-	
మాట్లాడతాను	talk to	-	
రసాయన శాస్త్రం	chemistry	-	
వ్యాపారం	business	-	
అన్ని సమయాల్లో	all the time	-	
పనిపుస్తకం	workbook	-	
వెతుకు	look for	-	
డ్రాయర్	drawer	-	
వస్తువులు	stuff	-	
బహుశా	maybe	-	
వినండి	listen to	-	
లెక్చర్	lecture	-	
గమనికలు తీసుకో	take notes	-	
మాట్లాడవచ్చు; మాట్లాడుకుందాం	talk about	-	
బోర్డు	board	-	
వాక్యం	sentence	-	
చూడాలి	look at	-	
భాగస్వామి	partner	-	
వ్యాసం	essay	-	
కాగితం	paper	-	
తిరిగి ఇవ్వు	return	-	
సమయం	time	-	
చాలా	so much	-	
సమాచారం	information	-	
కస్టమర్ సర్వీస్	customer service	-	
ఎంపిక	option	-	
సమస్య	problem	-	
అనేకం; ఎన్నో; చాలామంది; ఏన్నో; చాలా; అనేక; చాల	many	-	
ఫర్నిచర్; ఫర్నిచర్‌ను; ఫర్నిచర్లో	furniture	-	
నగలు	jewelry	-	
దుస్తులు	clothing	-	
సెల్ ఫోన్	cell phone	-	
ప్రింటర్	printer	-	
సూపర్‌మార్కెట్	supermarket	-	
వాపసు	refund	-	
స్వంతం చేసుకో	own	-	
కొంచెం	a few	-	
మేకప్	makeup	-	
వంటకం	recipe	-	
ఒలివ్	olive	-	
నూనె	oil	-	
ఏదైనా	any	-	
క్రాకర్	cracker	-	
పొటాటో చిప్స్	potato chip	-	
చాక్లెట్	chocolate	-	
సోడా	soda	-	
రుచికరంగా	tasty	-	
పంది మాంసం	pork	-	
సుషి; సుషీ	sushi	-	
టర్కీ	turkey	-	
చాలాగా; చాలా; అంతగా	much	-	
కార్ట్	cart	-	
మష్రూమ్	mushroom	-	
రుచికరంగా; యమ్	yum	-	
చాలా ఎక్కువ	too many	-	
కాల్చినది	grilled	-	
కొనడం	shop	-	
సరుకులు	groceries	-	
నిమ్మరసం	lemonade	-	
చెక్ ఇన్	check in	-	
ఫ్రంట్ డెస్క్	front desk	-	
గుర్తింపు పత్రం	id	-	
మేడమ్	ma'am	-	
శుభ సాయంత్రం	good evening	-	
తీసుకెళ్లు	carry	-	
సూట్‌కేస్	suitcase	-	
సార్; ఏమండి; సర్	sir	-	
సింక్	sink	-	
టాయిలెట్	toilet	-	
బాగు చేయు	fix	-	
దుప్పటి	blanket	-	
ఉష్ణోగ్రత	temperature	-	
మార్చు	change	-	
వేడి	heat	-	
చెక్ అవుట్	check out	-	
టిప్	tip	-	
సౌకర్యంగా	comfortable	-	
ఇష్టపడతారని	would like	-	
పారదర్శక	clear	-	
నేను మీకు ఎలా సహాయం చేయగలను?	how can i help you	-	
టేప్	tape	-	
గులాబీ రంగు	pink	-	
ఇష్టపడతారా	would you like	-	
బహుమతి	present	-	
కార్డ్	card	-	
మనవళ్లు; మనవరాళ్లు	grandchildren	-	
కత్తెర	scissors	-	
తాతయ్య	grandpa	-	
లేఖ	letter	-	
ఎన్వలప్	envelope	-	
కోరుకుంటున్నాను; అనుకుంటున్నాము	would like to	-	
అరవై	sixty	-	
ఇష్టపడతారా	would you like to	-	
స్టాంపు	stamp	-	
చేర్చు	add	-	
మెయిల్; తపాల; మెయిల్⁠; మెయిల్⁠ను; మెయిల్‌ను; తపాలు; మెయిల్లో	mail	-	
అంతర్జాతీయ	international	-	
పొందు	receive	-	
చెక్కుతో; చెక్కు	with a check	-	
పదమూడు	thirteen	-	
పాత్రలు	dish	-	
అస్తవ్యస్తం	mess	-	
చేసుకోవాల్సి; చేయాలి; వెళ్లాలి; రాయాల్సి; చూపించాలి	have to	-	
పాత్రలు తోమడం	do the dishes	-	
దుర్వాసన	smell bad	-	
బట్టలు ఉతకడం	do laundry	-	
బట్టల	laundry	-	
చీ	ew	-	
వాక్యూమ్ చేయడం	vacuum	-	
అమర్చు	organize	-	
పని	chore	-	
చెత్త	trash	-	
కార్పెట్	carpet	-	
డిష్‌వాషర్	dishwasher	-	
రోజువారీ	daily	-	
క్రమం	routine	-	
సాధారణంగా	normally	-	
దరఖాస్తు చేసుకోవాలి; తీసుకోవాలి; తెరవాలి; చూడాలి; చేయాలా; అవసరం లేదు; చెల్లించాలి	need to	-	
మాట్లాడవచ్చు; మాట్లాడుకుందాం; మాట్లాడం; మాట్లాడతాను; మాట్లాడాలి; మాట్లాడాలని; మాట్లాడము; మాటాడేద్దాం	talk	-	
వివరించు	explain	-	
ఏమైంది	what's wrong	-	
ప్రతిదానిని; అంతా; ప్రతిదీ; ప్రతిదాన్ని; అన్నింటిని; అన్నిటి	everything	-	
ఒంటరిగా	lonely	-	
అనిపించు	seem	-	
ఆందోళనగా	worried	-	
మీరు ఎలా ఉన్నారు; నువ్వు ఎలా ఉన్నావు	how are you doing	-	
వెళ్లాలనుకుంటున్నాను; తీసుకోవాలనుకుంటున్నారు; వెళ్లాలనుకునే; చూడాలనుకుంటున్నాను; వినాలనుకుంటున్నాను	want to	-	
ప్రయత్నించండి	try to	-	
కోపం	mad	-	
అసూయపడలేదు	jealous	-	
ప్లాన్ చేస్తున్నారు; ప్లాన్ చేస్తున్నాను	plan to	-	
కోపంగా	mad at	-	
అదేమి చెడ్డది	that's too bad	-	
అంగీకరిస్తున్నావా; అంగీకరిస్తున్నాను; అంగీకరించను; అంగీకరిస్తున్నావు; అంగీకరించాల్సి	agree with	-	
అంగీకరించు	agree	-	
మెసేజ్ చేయు	text	-	
త్వరలో కలుద్దాం	see you soon	-	
దీవి	island	-	
వర్షపు కోటు	raincoat	-	
అడగబోతున్నాను; ధరించబోతున్నానని; పొందబోతున్నారు; చేయబోతుంది; తీసుకోబోతున్నారా; తీసుకోబోతున్నాను; చేయబోతున్నారా; చేయబోతున్నాను	going to	-	
స్కీయింగ్ చేయు	ski	-	
ఆగలేను	can't wait	-	
సముద్రం	ocean	-	
విమానం ఎక్కి వెళ్ళు	fly	-	
నౌక	boat	-	
అంతటా	across	-	
విమానం	plane	-	
సరస్సు	lake	-	
నిజానికి	actually	-	
మొదటి తరగతి	first class	-	
ఈత దుస్తులు; స్విమ్సూట్	swimsuit	-	
ప్యాక్	pack	-	
సన్‌స్క్రీన్; సన్స్క్రీన్	sunscreen	-	
హెడ్‌ఫోన్లు; హెడ్ఫోన్లు	headphones	-	
మధ్యాహ్నం	afternoon	-	
రేపు రాత్రి	tomorrow night	-	
సమయం గడపడానికి	hang out	-	
నాకు అలా అనిపిస్తోంది	i think so	-	
పిక్నిక్	picnic	-	
గాలివాన	storm	-	
వర్షం	rain	-	
సుమారు	around	-	
హాజరుకావడం	attend	-	
జరుగుతుంది	happen	-	
పెళ్లి	wedding	-	
అందంగా	fancy	-	
వెలుగు; లేత; లైట్	light	-	
ఎంచుకో	choose	-	
బ్లౌజ్	blouse	-	
హారం	necklace	-	
ఏవి; ఏది; ఏ; ఏఎ	which	-	
నాకు అలా అనిపించడం లేదు	i don't think so	-	
శీతాకాలం	winter	-	
నిన్న	yesterday	-	
ఆల్బమ్	album	-	
పాడ్‌కాస్ట్	podcast	-	
తేమ	humid	-	
వీకెండ్‌లో	over the weekend	-	
ఛత్రం	umbrella	-	
వర్షంలో	in the rain	-	
గోల్ఫ్	golf	-	
రోజంతా	all day	-	
పొడిగా	dry	-	
ఋతువు	season	-	
వసంతం	spring	-	
నిన్న రాత్రి	last night	-	
మొత్తం వారాంతం	all weekend	-	
అర్ధరాత్రి	midnight	-	
సైకిల్	bike	-	
పర్వతాలలో	in the mountains	-	
లక్షణం	symptom	-	
ఆసుపత్రి	hospital	-	
లేదు; లేవు	did not	-	
పాటించు	follow	-	
ఇంట్లో ఉండడం	stay home	-	
అపాయింట్‌మెంట్	appointment	-	
సలహా	advice	-	
చెప్పలేదు; ఇష్టపడలేదు; తినలేదు; తీయలేదు	didn't	-	
చేయి	arm	-	
ముక్కు	nose	-	
విరామం; విరిగిపోయింది; విరగొట్టుకున్నానా; విరిగిపోయిందా; పాడవుతాయి	break	-	
కాలు	leg	-	
ముఖం	face	-	
మంచంలో	in bed	-	
ఆరోగ్యం	health	-	
మిస్	miss	-	
సమాధానం ఇవ్వు	reply	-	
మారడం	move	-	
పరిసర ప్రాంతం	neighborhood	-	
క్రితం	ago	-	
చిన్నప్పుడు	as a child	-	
పద్దెనిమిది	eighteen	-	
ఏడ్చు	cry	-	
కాఫెటీరియా	cafeteria	-	
హై స్కూల్	high school	-	
వ్యాకరణం	grammar	-	
ప్రాథమిక పాఠశాల	elementary school	-	
కార్డులు ఆడటం	play cards	-	
రగ్బీ	rugby	-	
చేసిందని; పాడారా; చేసేదా; చేసుకుందా; ఏమన్నాయి; వేశాము; చేశానని; వేశారా; చేశారు; చేసాడు; వెళ్ళినారా; చేసింది; వెళ్ళావు; చేసిన; చేశావా; చేసారని; చేసుకున్నాము; చేశాం; చేశాడు; చేసిందా; పంపావు; చేసినారా; చేశారని	did	-	
కుకీ	cookie	-	
జామ్	jam	-	
ధాన్యపు	cereal	-	
పాస్తా	pasta	-	
ఉండలేదు; జరిగింది; చేసారని; చేసుకున్నాము; కలిగి; కలిగాము	had	-	
కార్టూన్	cartoon	-	
షో	show	-	
పాట	song	-	
మ్యాగజీన్	magazine	-	
మోటార్‌సైకిల్	motorcycle	-	
అపఘాతం	accident	-	
పెట్రోల్ బంక్	gas station	-	
ముందు	in front of	-	
చేరుకుంటుంది; చేరుకుంటారు	arrive	-	
పడిపోలేదు	fall off	-	
ఆంబులెన్స్	ambulance	-	
స్కూటర్	scooter	-	
త్వరగా	quickly	-	
శస్త్రచికిత్స	surgery	-	
గాయం	bruise	-	
హెల్మెట్	helmet	-	
మోచేయి	elbow	-	
వేచిచూసే గది	waiting room	-	
తర్వాత; ముగిసినాక; అయ్యాక; ముగిసాక	after	-	
భీమా కంపెనీ	insurance company	-	
మందుల చిట్టా	prescription	-	
కట్టు	cast	-	
త్వరగా కోలుకోండి	get well soon	-	
ఉత్సవం	festival	-	
కేవలం	just	-	
సాధారణ	regular	-	
రాక్	rock	-	
కంటే	than	-	
రాప్; ర్యాప్	rap	-	
వేదిక	stage	-	
గుంపు	crowd	-	
పాప్; పాప్‌	pop	-	
జానపద	folk	-	
ప్రదర్శించు	perform	-	
ఆరావమైన	noisy	-	
పంక్	punk	-	
డ్రమ్స్	drums	-	
నిద్ర	sleepy	-	
ఇంటికి వెళ్ళు	go home	-	
జాజ్	jazz	-	
అథ్లెట్	athlete	-	
ప్రసిద్ధ వ్యక్తి	celebrity	-	
ధనవంతుడు	rich	-	
అసభ్యంగా	rude	-	
సభ్యుడు	member	-	
కూడా	as well	-	
హాస్యనటుడు	comedian	-	
నటుడు	actor	-	
అందంగా	pretty	-	
దర్శకుడు	director	-	
తెలిసిన; తెలుసు	i know	-	
వింత	strange	-	
నవల	novel	-	
కవిత	poem	-	
చిన్న	young	-	
రచయిత	author	-	
వెబ్‌సైట్	website	-	
పోస్టు	post	-	
మ్యూజిక్ వీడియో	music video	-	
సామాజిక మాధ్యమాల	social media	-	
అద్భుతమైన	amazing	-	
ప్రజెంటేషన్	presentation	-	
ప్రణాళిక	plan	-	
ఎవరో	someone	-	
గడువు	due	-	
ఆలోచన	idea	-	
ఉదాహరణ	example	-	
చెప్పు	mention	-	
సాధ్యం	possible	-	
డెడ్‌లైన్	deadline	-	
నివేదిక	report	-	
ఖచ్చితంగా; నిశ్చయం	sure	-	
తప్పు	mistake	-	
పేరాగ్రాఫ్	paragraph	-	
ఓప్స్	oops	-	
సూచనలు	instructions	-	
సులభం	simple	-	
స్త్రీలు/ఆడవారు; విమెన్; మహిళలు; మహిళల	women	-	
అనేక	several	-	
చెప్పు	say	-	
దొంగిలించు	steal	-	
డిటెక్టివ్	detective	-	
ఏదైనా	anything	-	
గమనించు	notice	-	
దొంగ	robber	-	
ఎవరినైనా; ఎవరైనా; ఎవరినీ	anyone	-	
పోలీస్⁠లను; పోలీస్‌లు; పోలీస్‌; పోలీస్; పోలీస్⁠లు; పోలీసులకు	police	-	
వజ్రం	diamond	-	
కమ్మ	earring	-	
వివరించు	describe	-	
ఎంత పెద్దది	how big	-	
కనిపించట్లేదు	missing	-	
సంప్రదించు	contact	-	
అపరాధం	crime	-	
స్థానం	location	-	
పురుషులం; పురుషులను; పురుషులు/మగవారు; మగవాళ్లు	men	-	
చెందినవి	belong to	-	
ఉంగరం	ring	-	
అప్డేట్	update	-	
విలువైన	valuable	-	
పండుగ	holiday	-	
పొందింది; పొందాను; పొందినది; పొందాము; పొందిన; పొందాయి	got	-	
వెళ్లారు	went	-	
వచ్చాము; వచ్చాయి; వచ్చాడా; వచ్చారని; వచ్చిన; వచ్చారు; వచ్చావు	came	-	
తరువాత; ఐతే; అప్పటి; అప్పుడు	then	-	
చూసిందని; చూసింది; కనిపించారు; చూసాము; చూశాం; చూశావు; చూడలేదు; చూసి; చూసారు; చుశాను; చూశాము; చూశారు; చూసాను	saw	-	
శరదృతువు	fall	-	
రెండు సార్లు	twice	-	
భారీ	huge	-	
తాగాను	drank	-	
తిన్నాడు	ate	-	
భయపడటం	afraid	-	
పట్టింది	took	-	
వేసుకున్నాడు; ధరించాడా; ధరించారు; ధరిస్తే; వేసుకున్నాను; ధరించాను; ధరించేవాడు	wore	-	
చేయబడింది; చేసింది; చేసిన; తయారు చేయబడింది	made	-	
సంప్రదాయిక	traditional	-	
మళ్ళీ చెప్పు	repeat	-	
క్లినిక్	clinic	-	
రోగి	patient	-	
కలిగించు	cause	-	
నిర్ధారించు	confirm	-	
ఆందోళన	anxiety	-	
నొప్పి	pain	-	
పూరించు	fill out	-	
ఫారమ్	form	-	
డెంటిస్ట్	dentist	-	
పన్ను	tooth	-	
శరీరం	body	-	
డాక్టర్ కార్యాలయం	doctor's office	-	
