English	Foreign	Transliteration	Context
Neha is behind you.	नेहा तुमसे पीछे है ।	nehaa tumase piichhe hai .	Make comparisons
I am also writing.	मैं भी लिख रही हूँ।	main bhii likh rahii huun.	Make comparisons
Her cat dances better than your dog.	उसकी बिल्ली तुम्हारे कुत्ते से बेहतर नाचती है।	usakii billii tumhaare kutte se behatar naachatii hai.	Make comparisons
He is writing the best story.	वह सबसे अच्छी कहानी लिख रहा है।	vah sabase achchhii kahaanii likh rahaa hai.	Make comparisons
Grandmother is writing in the book.	दादी किताब में लिख रही है ।	daadii kitaab men likh rahii hai .	Make comparisons
Go and rest.	जाओ और आराम करो।	jaao aur aaraam karo.	Make comparisons
Raj walks faster than Peter.	राज पीटर से तेज़ चलता है।	raaj piiṭar se tej chalataa hai.	Make comparisons
They have less food than you.	उनके पास आपसे कम खाना है।	unake paas aapase kam khaanaa hai.	Make comparisons
Aamir will give me books tomorrow.	आमिर मुझे कल किताबें देगा।	aamir mujhe kal kitaaben degaa.	Use the future tense
These people will not study together.	ये लोग साथ में नहीं पढ़ेंगे।	ye log saath men nahiin paṛenge.	Use the future tense
Will they come or go?	वे आयेंगी या जायेंगी?	ve aayengii yaa jaayengii?	Use the future tense
I will read and he will read.	मैं पढ़ूँगा और वह पढ़ेगा।	main paṛuungaa aur vah paṛegaa.	Use the future tense
Will you come?	क्या तुम आओगी?	kyaa tum aaogii?	Use the future tense
I will go to Delhi tomorrow.	मैं कल दिल्ली जाऊँगा ।	main kal dillii jaauungaa .	Use the future tense
Where will you go the day after tomorrow?	तुम परसों कहाँ जाओगे?	tum parason kahaan jaaoge?	Use the future tense
I will not come to Delhi.	मैं दिल्ली नहीं आऊँगा ।	main dillii nahiin aauungaa .	Use the future tense
I will come home the day after tomorrow.	मैं परसों घर आऊँगी।	main parason ghar aauungii.	Use the future tense
When will she go home?	वह घर कब जायेगी?	vah ghar kab jaayegii?	Use the future tense
What will she watch?	वह क्या देखेगी?	vah kyaa dekhegii?	Use the future tense
Will you go home?	क्या तुम घर जाओगे ?	kyaa tum ghar jaaoge ?	Use the future tense
These people will give me food.	ये लोग मुझे खाना देंगे।	ye log mujhe khaanaa denge.	Use the future tense
What will they give us?	वे हमें क्या देंगे?	ve hamen kyaa denge?	Use the future tense
That child will go to Delhi in November.	वह बच्ची नवंबर में दिल्ली जायेगी ।	vah bachchii navanbar men dillii jaayegii .	Talk about days
I will go in May.	मैं मई में जाऊँगी।	main maii men jaauungii.	Talk about days
He will go to Delhi next Monday.	वह अगले सोमवार दिल्ली जायेगा।	vah agale somavaar dillii jaayegaa.	Talk about days
How many months are there in one year?	एक साल में कितने महीने होते हैं?	ek saal men kitane mahiine hote hain?	Talk about days
May is the next month.	मई अगला महीना है।	maii agalaa mahiinaa hai.	Talk about days
Aamir will give my book on Tuesday.	आमिर मंगलवार को मेरी किताब देगा ।	aamir mangalavaar ko merii kitaab degaa .	Talk about days
Is this the month of July?	क्या यह जुलाई का महीना है?	kyaa yah julaaii kaa mahiinaa hai?	Talk about days
January, February, and March are months.	जनवरी, फ़रवरी, और मार्च महीने हैं।	janavarii, phravarii, aur maarch mahiine hain.	Talk about days
Is it Friday today or Saturday?	आज शुक्रवार है या शनिवार?	aaj shukravaar hai yaa shanivaar?	Talk about days
I am at home on Friday and Saturday.	मैं शुक्रवार और शनिवार को घर पर हूँ।	main shukravaar aur shanivaar ko ghar par huun.	Talk about days
When will April come?	अप्रैल कब आयेगा?	aprail kab aayegaa?	Talk about days
Tuesday comes after Monday.	मंगलवार सोमवार के बाद आता है।	mangalavaar somavaar ke baad aataa hai.	Talk about days
My father will go to India in September.	मेरे पिता सितंबर में भारत जायेंगे ।	mere pitaa sitanbar men bhaarat jaayenge .	Talk about days
July comes after June.	जुलाई जून के बाद आता है।	julaaii juun ke baad aataa hai.	Talk about days
Grandfather will come on Wednesday.	दादा बुधवार को आयेंगे ।	daadaa budhavaar ko aayenge .	Talk about days
Clothes	कपड़े	kapaṛe	Discuss weather
Pants	पतलून	pataluun	Discuss weather
Where are my pants?	मेरी पतलून कहाँ है?	merii pataluun kahaan hai?	Discuss weather
Give him new clothes and umbrella.	उसे नये कपड़े और छाता दो।	use naye kapaṛe aur chhaataa do.	Discuss weather
I like winter season.	मुझे सर्दी का मौसम पसंद है।	mujhe sardii kaa mausam pasand hai.	Discuss weather
Shirt	क़मीज़	kmiij	Discuss weather
I am feeling cold in pants and shirt.	मुझे पतलून और क़मीज़ में ठंड लग रही है।	mujhe pataluun aur kmiij men ṭhanṛ lag rahii hai.	Discuss weather
This cat is feeling hot.	इस बिल्ली को गर्मी लग रही है।	is billii ko garmii lag rahii hai.	Discuss weather
Winter	सर्दी	sardii	Discuss weather
Where are your shoes?	आपके जूते कहाँ हैं?	aapake juute kahaan hain?	Discuss weather
It is very hot today.	आज बहुत गर्मी है।	aaj bahut garmii hai.	Discuss weather
Neha is not feeling cold.	नेहा को ठंड नहीं लग रही है।	nehaa ko ṭhanṛ nahiin lag rahii hai.	Discuss weather
I am feeling cold.	मुझे ठंड लग रही है।	mujhe ṭhanṛ lag rahii hai.	Discuss weather
Shoes	जूते	juute	Discuss weather
Do you not feel cold?	क्या तुम्हें ठंड नहीं लगती?	kyaa tumhen ṭhanṛ nahiin lagatii?	Discuss weather
I want new clothes, shoes, and socks.	मुझे नये कपड़े, जूते, और जुराब चाहिए।	mujhe naye kapaṛe, juute, aur juraab chaahie.	Discuss weather
Why do people wear clothes?	लोग कपड़े क्यों पहनते हैं?	log kapaṛe kyon pahanate hain?	Discuss weather
I wear socks and shoes.	मैं जुराब और जूते पहनती हूँ।	main juraab aur juute pahanatii huun.	Discuss weather
That man wears one shoe.	वह आदमी एक जूता पहनता है।	vah aadamii ek juutaa pahanataa hai.	Discuss weather
Wear this shirt.	यह क़मीज़ पहनो।	yah kmiij pahano.	Discuss weather
Raj does not wear socks.	राज जुराब नहीं पहनता।	raaj juraab nahiin pahanataa.	Discuss weather
This shoe is red.	यह जूता लाल है।	yah juutaa laal hai.	Discuss weather
Neha wears good clothes.	नेहा अच्छे कपड़े पहनती है।	nehaa achchhe kapaṛe pahanatii hai.	Discuss weather
I do not feel cold.	मुझे ठंड नहीं लगती है।	mujhe ṭhanṛ nahiin lagatii hai.	Discuss weather
This is the winter season.	यह सर्दी का मौसम है।	yah sardii kaa mausam hai.	Discuss weather
His mother's brother is his uncle.	उसकी माँ के भाई उसके मामा हैं।	usakii maan ke bhaaii usake maamaa hain.	Describe relationships
Aamir's uncle sings.	आमिर के फूफा गाते हैं।	aamir ke phuuphaa gaate hain.	Describe relationships
His parents come here every day.	उसके माता-पिता हर दिन यहाँ आते हैं।	usake maataa-pitaa har din yahaan aate hain.	Describe relationships
Julia's uncle loves her aunt.	जूलिया के मौसा उसकी मौसी से प्यार करते हैं।	juuliyaa ke mausaa usakii mausii se pyaar karate hain.	Describe relationships
Are they husband and wife?	क्या वे पति और पत्नी हैं?	kyaa ve pati aur patnii hain?	Describe relationships
My uncle and aunt live in the village.	मेरे मामा और मामी गाँव में रहते हैं।	mere maamaa aur maamii gaanv men rahate hain.	Describe relationships
Who is her husband?	उसका पति कौन है?	usakaa pati kaun hai?	Describe relationships
When will aunt come?	बुआ कब आयेंगी?	buaa kab aayengii?	Describe relationships
Glass	गिलास	gilaas	Discuss food
Dogs are non-vegetarian.	कुत्ते माँसाहारी होते हैं।	kutte maansaahaarii hote hain.	Discuss food
Two knives and four spoons	दो चाकू और चार चम्मचें	do chaakuu aur chaar chammachen	Discuss food
Spoon	चम्मच	chammach	Discuss food
Knife	चाकू	chaakuu	Discuss food
Where are the white spoons?	सफ़ेद चम्मच कहाँ हैं?	saphed chammach kahaan hain?	Discuss food
Sugar	चीनी	chiinii	Discuss food
Vegetarian food is good.	शाकाहारी खाना अच्छा होता है।	shaakaahaarii khaanaa achchhaa hotaa hai.	Discuss food
There's water in the bottle and the glass.	बोतल और गिलास में पानी है।	botal aur gilaas men paanii hai.	Discuss food
The knife is on the table.	चाकू मेज़ पर है।	chaakuu mej par hai.	Discuss food
Peter does not want the knife.	पीटर को चाकू नहीं चाहिए।	piiṭar ko chaakuu nahiin chaahie.	Discuss food
There is milk in the bottle.	बोतल में दूध है।	botal men duudh hai.	Discuss food
An apple is sweet.	सेब मीठा होता है।	seb miiṭhaa hotaa hai.	Discuss food
There is a spoon in the glass.	गिलास में एक चम्मच है।	gilaas men ek chammach hai.	Discuss food
The food is very sweet.	खाना बहुत मीठा है।	khaanaa bahut miiṭhaa hai.	Discuss food
Julia eats with a spoon.	जूलिया चम्मच से खाती है।	juuliyaa chammach se khaatii hai.	Discuss food
You people are hungry.	तुम लोग भूखे हो।	tum log bhuukhe ho.	Discuss food
Peter is not thirsty.	पीटर प्यासा नहीं है।	piiṭar pyaasaa nahiin hai.	Discuss food
These people are non-vegetarian.	ये लोग माँसाहारी हैं।	ye log maansaahaarii hain.	Discuss food
Aamir was there earlier.	पहले आमिर वहाँ था ।	pahale aamir vahaan thaa .	Talk about the past
She used to eat oranges.	वह संतरे खाती थी।	vah santare khaatii thii.	Talk about the past
Those women were very good.	वे औरतें बहुत अच्छी थीं।	ve auraten bahut achchhii thiin.	Talk about the past
Raj used to live there.	राज वहाँ रहता था ।	raaj vahaan rahataa thaa .	Talk about the past
That man was in Delhi the day before yesterday.	परसों वह आदमी दिल्ली में था।	parason vah aadamii dillii men thaa.	Talk about the past
Peter was walking today.	पीटर आज चल रहा था।	piiṭar aaj chal rahaa thaa.	Talk about the past
Were you going?	क्या तू जा रही थी?	kyaa tuu jaa rahii thii?	Talk about the past
These girls were here.	ये लड़कियाँ यहाँ थीं।	ye laṛkiyaan yahaan thiin.	Talk about the past
Two months ago	दो महीने पहले	do mahiine pahale	Talk about the past
Neha and Peter were in India.	नेहा और पीटर भारत में थे।	nehaa aur piiṭar bhaarat men the.	Talk about the past
Raj was swimming in Delhi yesterday.	राज कल दिल्ली में तैर रहा था ।	raaj kal dillii men tair rahaa thaa .	Talk about the past
Sky	आसमान	aasamaan	Discuss nature
The fragrance of this plant is good.	इस पौधे की ख़ुशबू अच्छी है।	is paudhe kii khushabuu achchhii hai.	Discuss nature
There are leaves on the tree.	पेड़ पर पत्ते हैं ।	peṛ par patte hain .	Discuss nature
Star	तारा	taaraa	Discuss nature
There is a bird in the air.	हवा में पक्षी है ।	havaa men pakshii hai .	Discuss nature
Sun	सूरज	suuraj	Discuss nature
This plant is small.	यह पौधा छोटा है।	yah paudhaa chhoṭaa hai.	Discuss nature
This plant is smaller than this tree.	यह पौधा इस पेड़ से छोटा है।	yah paudhaa is peṛ se chhoṭaa hai.	Discuss nature
There is a bird in the sky.	आसमान में पक्षी है ।	aasamaan men pakshii hai .	Discuss nature
There are stars in the sky.	आसमान में तारे हैं ।	aasamaan men taare hain .	Discuss nature
The clouds are in the air.	बादल हवा में हैं ।	baadal havaa men hain .	Discuss nature
I am sleeping so I am crying.	मैं सो रहा हूँ इसलिये मैं रो रहा हूँ।	main so rahaa huun isaliye main ro rahaa huun.	Describe people
Peter does not laugh.	पीटर हँसता नहीं है।	piiṭar hansataa nahiin hai.	Describe people
These people say that the food is bad.	ये लोग कहते हैं कि खाना बुरा है।	ye log kahate hain ki khaanaa buraa hai.	Describe people
No one speaks with Neha.	कोई नेहा से बात नहीं करता।	koii nehaa se baat nahiin karataa.	Describe people
Someone is speaking Hindi.	कोई हिंदी बोल रहा है।	koii hindii bol rahaa hai.	Describe people
But who are you?	लेकिन तुम कौन हो?	lekin tum kaun ho?	Describe people
What is Peter saying?	पीटर क्या कह रहा है?	piiṭar kyaa kah rahaa hai?	Describe people
These people are saying that Neha is not listening.	ये लोग कह रहे हैं कि नेहा नहीं सुन रही है।	ye log kah rahe hain ki nehaa nahiin sun rahii hai.	Describe people
Now you can go.	अब आप जा सकते हैं।	ab aap jaa sakate hain.	Use modals
I have to go to Delhi.	मुझे दिल्ली जाना है ।	mujhe dillii jaanaa hai .	Use modals
Peter does not want to talk to Neha.	पीटर नेहा से बात नहीं करना चाहता।	piiṭar nehaa se baat nahiin karanaa chaahataa.	Use modals
Aamir has to come to my home.	आमिर को मेरे घर आना है।	aamir ko mere ghar aanaa hai.	Use modals
He can sing well.	वह अच्छा गा सकता है।	vah achchhaa gaa sakataa hai.	Use modals
These people want to play.	ये लोग खेलना चाहते हैं।	ye log khelanaa chaahate hain.	Use modals
Neha can not come to the village.	नेहा गाँव नहीं आ सकती।	nehaa gaanv nahiin aa sakatii.	Use modals
We should study.	हमें पढ़ना चाहिए।	hamen paṛnaa chaahie.	Use modals
We can come.	हम आ सकते हैं।	ham aa sakate hain.	Use modals
Neha can not go.	नेहा नहीं जा सकती।	nehaa nahiin jaa sakatii.	Use modals
Aamir can study.	आमिर पढ़ सकता है।	aamir paṛ sakataa hai.	Use modals
They did not drink tea.	उन्होंने चाय नहीं पी।	unhonne chaaya nahiin pii.	Describe past events
We drank tea.	हमने चाय पी।	hamane chaaya pii.	Describe past events
When did you come from America?	आप अमेरिका से कब आये?	aap amerikaa se kab aaye?	Describe past events
What have you written?	तुमने क्या लिखा है?	tumane kyaa likhaa hai?	Describe past events
Have you seen my book?	क्या तुमने मेरी किताब देखी है ?	kyaa tumane merii kitaab dekhii hai ?	Describe past events
Did you drink water?	क्या आपने पानी पिया?	kyaa aapane paanii piyaa?	Describe past events
You did not eat the mangoes.	तूने आम नहीं खाये।	tuune aam nahiin khaaye.	Describe past events
Peter came to my home.	पीटर मेरे घर आया ।	piiṭar mere ghar aayaa .	Describe past events
Drink tea, it is hot.	चाय पी लो, गरम है।	chaaya pii lo, garam hai.	Describe past events
We played games yesterday.	कल हमने खेल खेले।	kal hamane khel khele.	Describe past events
Raj has written a book.	राज ने एक किताब लिखी है।	raaj ne ek kitaab likhii hai.	Describe past events
